날짜,체결가,전일비,등락률,거래량(천주),거래대금(백만)
2019-07-29,2029.48,36.78,-1.78,608670.0,4681216.0
2019-07-26,2066.26,8.22,-0.4,583332.0,5056450.0
2019-07-25,2074.48,7.82,-0.38,590890.0,5126430.0
2019-07-24,2082.3,19.15,-0.91,841580.0,4115461.0
2019-07-23,2101.45,8.11,0.39,640162.0,4523644.0
2019-07-22,2093.34,1.02,-0.05,320412.0,3156360.0
2019-07-19,2094.36,27.81,1.35,386118.0,4037112.0
2019-07-18,2066.55,6.37,-0.31,437178.0,3848957.0
2019-07-17,2072.92,18.95,-0.91,752119.0,4549215.0
2019-07-16,2091.87,9.39,0.45,674500.0,5158374.0
2019-07-15,2082.48,4.18,-0.2,455075.0,3656611.0
2019-07-12,2086.66,6.08,0.29,398353.0,3714594.0
2019-07-11,2080.58,21.8,1.06,368242.0,4934006.0
2019-07-10,2058.78,6.75,0.33,350018.0,3867014.0
2019-07-09,2052.03,12.14,-0.59,433474.0,4361543.0
2019-07-08,2064.17,46.42,-2.2,507760.0,4275766.0
2019-07-05,2110.59,1.86,0.09,452463.0,3959700.0
2019-07-04,2108.73,12.71,0.61,440234.0,4471126.0
2019-07-03,2096.02,26.0,-1.23,510185.0,4512416.0
2019-07-02,2122.02,7.72,-0.36,442102.0,4031531.0
2019-07-01,2129.74,0.88,-0.04,405153.0,4544544.0
2019-06-28,2130.62,3.7,-0.17,529503.0,4191165.0
2019-06-27,2134.32,12.47,0.59,637264.0,5064017.0
2019-06-26,2121.85,0.21,0.01,725559.0,4389757.0
2019-06-25,2121.64,4.69,-0.22,634514.0,4198154.0
2019-06-24,2126.33,0.71,0.03,660547.0,3996337.0
2019-06-21,2125.62,5.67,-0.27,680199.0,5112321.0
2019-06-20,2131.29,6.51,0.31,996213.0,3906259.0
2019-06-19,2124.78,26.07,1.24,847570.0,4860633.0
2019-06-18,2098.71,7.98,0.38,584434.0,4272621.0
2019-06-17,2090.73,4.68,-0.22,547928.0,3980288.0
2019-06-14,2095.41,7.74,-0.37,465636.0,4576882.0
2019-06-13,2103.15,5.6,-0.27,543630.0,5928147.0
2019-06-12,2108.75,3.06,-0.14,686305.0,4614542.0
2019-06-11,2111.81,12.32,0.59,542183.0,4097741.0
2019-06-10,2099.49,27.16,1.31,452195.0,4129681.0
2019-06-07,2072.33,3.22,0.16,357532.0,4244185.0
2019-06-05,2069.11,2.14,0.1,372801.0,4370136.0
2019-06-04,2066.97,0.88,-0.04,428182.0,4773926.0
2019-06-03,2067.85,26.11,1.28,381005.0,4581028.0
2019-05-31,2041.74,2.94,0.14,426548.0,4838796.0
2019-05-30,2038.8,15.48,0.77,444802.0,4833410.0
2019-05-29,2023.32,25.51,-1.25,368271.0,4564422.0
2019-05-28,2048.83,4.62,0.23,474627.0,7648693.0
2019-05-27,2044.21,1.1,-0.05,342684.0,3394628.0
2019-05-24,2045.31,14.28,-0.69,471975.0,4458262.0
2019-05-23,2059.59,5.27,-0.26,500234.0,4744879.0
2019-05-22,2064.86,3.61,0.18,500633.0,4520006.0
2019-05-21,2061.25,5.54,0.27,516057.0,5212908.0
2019-05-20,2055.71,0.09,-0.0,622980.0,4625745.0
2019-05-17,2055.8,11.89,-0.58,519449.0,4863783.0
2019-05-16,2067.69,25.09,-1.2,733268.0,5960610.0
2019-05-15,2092.78,10.94,0.53,556549.0,4856173.0
2019-05-14,2081.84,2.83,0.14,688582.0,5780370.0
2019-05-13,2079.01,29.03,-1.38,494836.0,4523847.0
2019-05-10,2108.04,6.03,0.29,701729.0,6228329.0
2019-05-09,2102.01,66.0,-3.04,729216.0,7926742.0
2019-05-08,2168.01,8.98,-0.41,448442.0,5052696.0
2019-05-07,2176.99,19.33,-0.88,472192.0,5330635.0
2019-05-03,2196.32,16.43,-0.74,609795.0,5186042.0
2019-05-02,2212.75,9.16,0.42,358950.0,4924645.0
2019-04-30,2203.59,12.84,-0.58,374761.0,5568343.0
2019-04-29,2216.43,37.12,1.7,373525.0,4885124.0
2019-04-26,2179.31,11.19,-0.51,560739.0,5143993.0
2019-04-25,2190.5,10.53,-0.48,427285.0,5413864.0
2019-04-24,2201.03,19.48,-0.88,564866.0,6002015.0
2019-04-23,2220.51,3.86,0.17,470609.0,4786981.0
2019-04-22,2216.65,0.5,0.02,487911.0,4566179.0
2019-04-19,2216.15,2.38,0.11,517275.0,4847420.0
2019-04-18,2213.77,32.12,-1.43,507550.0,5940105.0
2019-04-17,2245.89,2.74,-0.12,445956.0,5425594.0
2019-04-16,2248.63,5.75,0.26,561427.0,6894773.0
2019-04-15,2242.88,9.43,0.42,397924.0,6554649.0
2019-04-12,2233.45,9.01,0.41,436941.0,5870307.0
2019-04-11,2224.44,0.05,0.0,395009.0,5767600.0
2019-04-10,2224.39,10.83,0.49,390930.0,4895638.0
2019-04-09,2213.56,2.96,0.13,409577.0,4778338.0
2019-04-08,2210.6,0.99,0.04,335877.0,4558330.0
2019-04-05,2209.61,3.08,0.14,511707.0,4129338.0
2019-04-04,2206.53,3.26,0.15,425460.0,4729875.0
2019-04-03,2203.27,26.09,1.2,344289.0,5116975.0
2019-04-02,2177.18,8.9,0.41,250943.0,4097935.0
2019-04-01,2168.28,27.61,1.29,259056.0,4237852.0
2019-03-29,2140.67,12.57,0.59,357009.0,5040893.0
2019-03-28,2128.1,17.52,-0.82,284332.0,4315448.0
2019-03-27,2145.62,3.18,-0.15,358547.0,4431972.0
2019-03-26,2148.8,3.94,0.18,295608.0,4123405.0
2019-03-25,2144.86,42.09,-1.92,302120.0,4048366.0
2019-03-22,2186.95,2.07,0.09,291431.0,4852197.0
2019-03-21,2184.88,7.78,0.36,337350.0,6153800.0
2019-03-20,2177.1,0.52,-0.02,312810.0,4099673.0
2019-03-19,2177.62,1.87,-0.09,314207.0,3807770.0
2019-03-18,2179.49,3.38,0.16,249163.0,3959857.0
2019-03-15,2176.11,20.43,0.95,373548.0,6297979.0
2019-03-14,2155.68,7.27,0.34,337193.0,5802023.0
2019-03-13,2148.41,8.77,-0.41,279216.0,3978006.0
2019-03-12,2157.18,19.08,0.89,345710.0,4119381.0
2019-03-11,2138.1,0.66,0.03,260053.0,3866272.0
2019-03-08,2137.44,28.35,-1.31,308815.0,4436517.0
2019-03-07,2165.79,9.81,-0.45,287996.0,4763712.0
2019-03-06,2175.6,3.63,-0.17,320126.0,4695755.0
2019-03-05,2179.23,11.43,-0.52,308799.0,4909625.0
2019-03-04,2190.66,4.78,-0.22,367747.0,6311416.0
2019-02-28,2195.44,39.35,-1.76,489008.0,8053936.0
2019-02-27,2234.79,8.19,0.37,296431.0,4823190.0
2019-02-26,2226.6,5.96,-0.27,327193.0,4921095.0
2019-02-25,2232.56,2.06,0.09,333063.0,4598631.0
2019-02-22,2230.5,1.84,0.08,401737.0,4540762.0
2019-02-21,2228.66,1.1,-0.05,375779.0,5382025.0
2019-02-20,2229.76,24.13,1.09,369029.0,5842969.0
2019-02-19,2205.63,5.26,-0.24,384228.0,4460124.0
2019-02-18,2210.89,14.8,0.67,309197.0,4564786.0
2019-02-15,2196.09,29.76,-1.34,395651.0,4983570.0
2019-02-14,2225.85,24.37,1.11,561305.0,6281173.0
2019-02-13,2201.48,11.01,0.5,416940.0,5504338.0
2019-02-12,2190.47,9.74,0.45,423286.0,5753218.0
2019-02-11,2180.73,3.68,0.17,398632.0,5149761.0
2019-02-08,2177.05,26.37,-1.2,386225.0,5633694.0
2019-02-07,2203.42,0.04,-0.0,423145.0,6249732.0
2019-02-01,2203.46,1.39,-0.06,471733.0,6740304.0
2019-01-31,2204.85,1.35,-0.06,537459.0,7661131.0
2019-01-30,2206.2,22.84,1.05,469483.0,6776093.0
2019-01-29,2183.36,6.06,0.28,539639.0,6274123.0
2019-01-28,2177.3,0.43,-0.02,366842.0,5990036.0
2019-01-25,2177.73,32.7,1.52,402960.0,6926796.0
2019-01-24,2145.03,17.25,0.81,407782.0,5942872.0
2019-01-23,2127.78,10.01,0.47,401771.0,5001027.0
2019-01-22,2117.77,6.84,-0.32,414468.0,4836542.0
2019-01-21,2124.61,0.33,0.02,392704.0,5212676.0
2019-01-18,2124.28,17.22,0.82,449278.0,5171836.0
2019-01-17,2107.06,0.96,0.05,464810.0,5663724.0
2019-01-16,2106.1,8.92,0.43,492712.0,5273405.0
2019-01-15,2097.18,32.66,1.58,432915.0,5154295.0
2019-01-14,2064.52,11.05,-0.53,427924.0,4875183.0
2019-01-11,2075.57,12.29,0.6,372532.0,4479731.0
2019-01-10,2063.28,1.43,-0.07,375681.0,5270294.0
2019-01-09,2064.71,39.44,1.95,379519.0,5421755.0
2019-01-08,2025.27,11.83,-0.58,390699.0,4722446.0
2019-01-07,2037.1,26.85,1.34,428010.0,5129877.0
2019-01-04,2010.25,16.55,0.83,403264.0,5401591.0
2019-01-03,1993.7,16.3,-0.81,424198.0,5318912.0
2019-01-02,2010.0,31.04,-1.52,321760.0,4235198.0
2018-12-28,2041.04,12.6,0.62,347842.0,4058850.0
2018-12-27,2028.44,0.43,0.02,390094.0,5281844.0
2018-12-26,2028.01,27.0,-1.31,314188.0,5336856.0
2018-12-24,2055.01,6.48,-0.31,280638.0,3791538.0
2018-12-21,2061.49,1.37,0.07,304921.0,5389566.0
2018-12-20,2060.12,18.72,-0.9,412812.0,5320912.0
2018-12-19,2078.84,16.73,0.81,412554.0,5022718.0
2018-12-18,2062.11,8.98,-0.43,423880.0,5147666.0
2018-12-17,2071.09,1.71,0.08,438220.0,4630980.0
2018-12-14,2069.38,26.17,-1.25,439541.0,5583989.0
2018-12-13,2095.55,12.98,0.62,368200.0,7562750.0
2018-12-12,2082.57,29.6,1.44,439402.0,5297463.0
2018-12-11,2052.97,0.82,-0.04,267011.0,4911710.0
2018-12-10,2053.79,21.97,-1.06,335952.0,4526625.0
2018-12-07,2075.76,7.07,0.34,363007.0,4220996.0
2018-12-06,2068.69,32.62,-1.55,528193.0,5442143.0
2018-12-05,2101.31,13.04,-0.62,484114.0,4660341.0
2018-12-04,2114.35,17.58,-0.82,498735.0,5428831.0
2018-12-03,2131.93,35.07,1.67,428908.0,5431269.0
2018-11-30,2096.86,17.24,-0.82,413390.0,6923913.0
2018-11-29,2114.1,5.88,0.28,300493.0,5115843.0
2018-11-28,2108.22,8.8,0.42,274540.0,4590460.0
2018-11-27,2099.42,16.4,0.79,235145.0,4413843.0
2018-11-26,2083.02,25.54,1.24,231575.0,4333640.0
2018-11-23,2057.48,12.47,-0.6,221467.0,3692234.0
2018-11-22,2069.95,6.6,-0.32,237048.0,3979713.0
2018-11-21,2076.55,6.03,-0.29,262007.0,4959579.0
2018-11-20,2082.58,17.98,-0.86,274836.0,4800201.0
2018-11-19,2100.56,8.16,0.39,268926.0,4609680.0
2018-11-16,2092.4,4.34,0.21,294134.0,4693924.0
2018-11-15,2088.06,20.01,0.97,346712.0,4632958.0
2018-11-14,2068.05,3.18,-0.15,332675.0,5421114.0
2018-11-13,2071.23,9.21,-0.44,376813.0,5619103.0
2018-11-12,2080.44,5.65,-0.27,291483.0,5445340.0
2018-11-09,2086.09,6.54,-0.31,292935.0,5153125.0
2018-11-08,2092.63,13.94,0.67,322591.0,5869615.0
2018-11-07,2078.69,10.93,-0.52,471029.0,6247377.0
2018-11-06,2089.62,12.7,0.61,307933.0,5007974.0
2018-11-05,2076.92,19.08,-0.91,353462.0,4830435.0
2018-11-02,2096.0,71.54,3.53,364081.0,6635295.0
2018-11-01,2024.46,5.23,-0.26,337981.0,5838824.0
2018-10-31,2029.69,15.0,0.74,366579.0,6226668.0
2018-10-30,2014.69,18.64,0.93,434359.0,6907770.0
2018-10-29,1996.05,31.1,-1.53,416016.0,6134427.0
2018-10-26,2027.15,36.15,-1.75,436042.0,6484528.0
2018-10-25,2063.3,34.28,-1.63,364818.0,7258359.0
2018-10-24,2097.58,8.52,-0.4,392945.0,6309715.0
2018-10-23,2106.1,55.61,-2.57,363224.0,5856461.0
2018-10-22,2161.71,5.45,0.25,303503.0,3836728.0
2018-10-19,2156.26,7.95,0.37,343657.0,4722913.0
2018-10-18,2148.31,19.2,-0.89,316734.0,4155099.0
2018-10-17,2167.51,22.39,1.04,266401.0,4642949.0
2018-10-16,2145.12,0.0,0.0,215108.0,3815383.0
2018-10-15,2145.12,16.73,-0.77,255858.0,4612077.0
2018-10-12,2161.85,32.18,1.51,288607.0,5965646.0
2018-10-11,2129.67,98.94,-4.44,404316.0,8196792.0
2018-10-10,2228.61,25.22,-1.12,348867.0,6313102.0
2018-10-08,2253.83,13.69,-0.6,209984.0,4362204.0
2018-10-05,2267.52,6.97,-0.31,276748.0,6175883.0
2018-10-04,2274.49,35.08,-1.52,304578.0,7461319.0
2018-10-02,2309.57,29.31,-1.25,281425.0,6193909.0
2018-10-01,2338.88,4.19,-0.18,272609.0,5427373.0
2018-09-28,2343.07,12.36,-0.52,311831.0,6927622.0
2018-09-27,2355.43,16.26,0.7,273887.0,7125463.0
2018-09-21,2339.17,15.72,0.68,306545.0,7063404.0
2018-09-20,2323.45,14.99,0.65,283961.0,6329710.0
2018-09-19,2308.46,0.52,-0.02,341743.0,5930314.0
2018-09-18,2308.98,5.97,0.26,301522.0,5515636.0
2018-09-17,2303.01,15.24,-0.66,339317.0,4942568.0
2018-09-14,2318.25,32.02,1.4,283774.0,5489272.0
2018-09-13,2286.23,3.31,0.14,295216.0,6391076.0
2018-09-12,2282.92,0.28,-0.01,331036.0,6278639.0
2018-09-11,2283.2,5.46,-0.24,361475.0,5705258.0
2018-09-10,2288.66,7.08,0.31,304918.0,5398671.0
2018-09-07,2281.58,6.03,-0.26,351603.0,6094318.0
2018-09-06,2287.61,4.16,-0.18,381008.0,5529698.0
2018-09-05,2291.77,23.95,-1.03,352026.0,5220209.0
2018-09-04,2315.72,8.69,0.38,271789.0,4473989.0
2018-09-03,2307.03,15.85,-0.68,227122.0,3980380.0
2018-08-31,2322.88,15.53,0.67,240587.0,5217226.0
2018-08-30,2307.35,1.68,-0.07,281989.0,5137978.0
2018-08-29,2309.03,5.91,0.26,252045.0,4268657.0
2018-08-28,2303.12,3.82,0.17,273217.0,5400107.0
2018-08-27,2299.3,6.09,0.27,300061.0,5666862.0
2018-08-24,2293.21,10.61,0.46,340999.0,5052457.0
2018-08-23,2282.6,9.27,0.41,333136.0,5159309.0
2018-08-22,2273.33,3.27,0.14,263612.0,5054348.0
2018-08-21,2270.06,22.18,0.99,290503.0,5093280.0
2018-08-20,2247.88,0.83,0.04,267698.0,4309835.0
2018-08-17,2247.05,6.25,0.28,231926.0,4479386.0
2018-08-16,2240.8,18.11,-0.8,309355.0,5928768.0
2018-08-14,2258.91,10.46,0.47,250633.0,4755714.0
2018-08-13,2248.45,34.34,-1.5,330544.0,5853917.0
2018-08-10,2282.79,20.92,-0.91,279626.0,6102094.0
2018-08-09,2303.71,2.26,0.1,238149.0,5838088.0
2018-08-08,2301.45,1.29,0.06,288039.0,5037618.0
2018-08-07,2300.16,13.66,0.6,225706.0,4612890.0
2018-08-06,2286.5,1.18,-0.05,241153.0,4520090.0
2018-08-03,2287.68,17.48,0.77,265613.0,4128426.0
2018-08-02,2270.2,36.87,-1.6,347908.0,4931127.0
2018-08-01,2307.07,11.81,0.51,214465.0,4706755.0
2018-07-31,2295.26,1.75,0.08,217651.0,4793619.0
2018-07-30,2293.51,1.48,-0.06,202744.0,4430844.0
2018-07-27,2294.99,5.93,0.26,259165.0,5030207.0
2018-07-26,2289.06,16.03,0.71,295319.0,6111409.0
2018-07-25,2273.03,7.17,-0.31,305498.0,6021916.0
2018-07-24,2280.2,10.89,0.48,429445.0,5724308.0
2018-07-23,2269.31,19.88,-0.87,328884.0,5403786.0
2018-07-20,2289.19,6.9,0.3,346880.0,4839036.0
2018-07-19,2282.29,7.82,-0.34,458752.0,5346881.0
2018-07-18,2290.11,7.81,-0.34,395774.0,4838320.0
2018-07-17,2297.92,4.07,-0.18,365351.0,4696497.0
2018-07-16,2301.99,8.91,-0.39,293260.0,4893528.0
2018-07-13,2310.9,25.84,1.13,286351.0,6388189.0
2018-07-12,2285.06,4.44,0.19,353267.0,5974081.0
2018-07-11,2280.62,13.54,-0.59,412423.0,5372306.0
2018-07-10,2294.16,8.36,0.37,329363.0,4769153.0
2018-07-09,2285.8,12.93,0.57,349047.0,5746739.0
2018-07-06,2272.87,15.32,0.68,340894.0,6280405.0
2018-07-05,2257.55,7.91,-0.35,342616.0,5061366.0
2018-07-04,2265.46,7.3,-0.32,310960.0,4772554.0
2018-07-03,2272.76,1.22,0.05,360738.0,5874341.0
2018-07-02,2271.54,54.59,-2.35,387807.0,5894182.0
2018-06-29,2326.13,11.89,0.51,389705.0,6152227.0
2018-06-28,2314.24,27.79,-1.19,403750.0,5573724.0
2018-06-27,2342.03,8.89,-0.38,517028.0,6793368.0
2018-06-26,2350.92,6.96,-0.3,460975.0,6330085.0
2018-06-25,2357.88,0.66,0.03,407061.0,5558536.0
2018-06-22,2357.22,19.39,0.83,531047.0,6516521.0
2018-06-21,2337.83,26.08,-1.1,430173.0,6678939.0
2018-06-20,2363.91,23.8,1.02,446636.0,6801341.0
2018-06-19,2340.11,36.13,-1.52,600425.0,7898320.0
2018-06-18,2376.24,27.8,-1.16,558944.0,8466870.0
2018-06-15,2404.04,19.44,-0.8,494944.0,8930106.0
2018-06-14,2423.48,45.35,-1.84,524315.0,9453450.0
2018-06-12,2468.83,1.32,-0.05,601581.0,9401666.0
2018-06-11,2470.15,18.57,0.76,414291.0,6812991.0
2018-06-08,2451.58,19.0,-0.77,510912.0,7199163.0
2018-06-07,2470.58,16.82,0.69,466498.0,7871013.0
2018-06-05,2453.76,6.0,0.25,485339.0,6918184.0
2018-06-04,2447.76,8.8,0.36,433245.0,7560864.0
2018-06-01,2438.96,15.95,0.66,596231.0,8620941.0
2018-05-31,2423.01,13.98,0.58,763555.0,11704977.0
2018-05-30,2409.03,48.22,-1.96,565116.0,8868746.0
2018-05-29,2457.25,21.71,-0.88,561144.0,8366204.0
2018-05-28,2478.96,18.16,0.74,702198.0,9746572.0
2018-05-25,2460.8,5.21,-0.21,643140.0,8894027.0
2018-05-24,2466.01,5.9,-0.24,630651.0,6674083.0
2018-05-23,2471.91,6.34,0.26,746409.0,9128873.0
2018-05-21,2465.57,4.92,0.2,570415.0,5970839.0
2018-05-18,2460.65,12.2,0.5,424422.0,6349266.0
2018-05-17,2448.45,11.37,-0.46,588984.0,8078307.0
2018-05-16,2459.82,1.28,0.05,658999.0,9622626.0
2018-05-15,2458.54,17.57,-0.71,701110.0,9199653.0
2018-05-14,2476.11,1.6,-0.06,643665.0,9458107.0
2018-05-11,2477.71,13.55,0.55,591109.0,7433096.0
2018-05-10,2464.16,20.18,0.83,483938.0,8742520.0
2018-05-09,2443.98,5.83,-0.24,581993.0,8874001.0
2018-05-08,2449.81,11.57,-0.47,702950.0,9456696.0
2018-05-04,2461.38,25.87,-1.04,599881.0,10607576.0
2018-05-03,2487.25,18.36,-0.73,595878.0,7424016.0
2018-05-02,2505.61,9.77,-0.39,792173.0,11498794.0
2018-04-30,2515.38,22.98,0.92,740489.0,9339569.0
2018-04-27,2492.4,16.76,0.68,454385.0,7999045.0
2018-04-26,2475.64,26.83,1.1,514404.0,7786343.0
2018-04-25,2448.81,15.33,-0.62,455297.0,7193519.0
2018-04-24,2464.14,9.97,-0.4,519415.0,8176746.0
2018-04-23,2474.11,2.22,-0.09,690535.0,9048399.0
2018-04-20,2476.33,9.77,-0.39,526134.0,7714911.0
2018-04-19,2486.1,6.12,0.25,718263.0,9996097.0
2018-04-18,2479.98,26.21,1.07,639823.0,8073025.0
2018-04-17,2453.77,3.72,-0.15,389176.0,6234284.0
2018-04-16,2457.49,2.42,0.1,338976.0,6081546.0
2018-04-13,2455.07,12.36,0.51,391735.0,6811500.0
2018-04-12,2442.71,1.51,-0.06,436103.0,8003146.0
2018-04-11,2444.22,6.52,-0.27,346729.0,6775187.0
2018-04-10,2450.74,6.66,0.27,352614.0,7394092.0
2018-04-09,2444.08,14.5,0.6,330877.0,6534322.0
2018-04-06,2429.58,7.94,-0.33,446361.0,6907824.0
2018-04-05,2437.52,29.46,1.22,574657.0,7170620.0
2018-04-04,2408.06,34.37,-1.41,544684.0,7949411.0
2018-04-03,2442.43,1.73,-0.07,487473.0,7531078.0
2018-04-02,2444.16,1.69,-0.07,386502.0,6606893.0
2018-03-30,2445.85,9.48,0.39,390118.0,6360192.0
2018-03-29,2436.37,17.08,0.71,328350.0,6778118.0
2018-03-28,2419.29,32.77,-1.34,494987.0,7617202.0
2018-03-27,2452.06,14.98,0.61,326893.0,6193178.0
2018-03-26,2437.08,20.32,0.84,303483.0,5856428.0
2018-03-23,2416.76,79.26,-3.18,452529.0,7821183.0
2018-03-22,2496.02,11.05,0.44,475166.0,7036668.0
2018-03-21,2484.97,0.55,-0.02,391077.0,5726392.0
2018-03-20,2485.52,10.49,0.42,286351.0,5258085.0
2018-03-19,2475.03,18.94,-0.76,471371.0,5870051.0
2018-03-16,2493.97,1.59,0.06,372335.0,6390764.0
2018-03-15,2492.38,6.3,0.25,338119.0,5935122.0
2018-03-14,2486.08,8.41,-0.34,357035.0,6258941.0
2018-03-13,2494.49,10.37,0.42,345467.0,7711486.0
2018-03-12,2484.12,24.67,1.0,384438.0,6461962.0
2018-03-09,2459.45,26.37,1.08,433528.0,8462303.0
2018-03-08,2433.08,31.26,1.3,390663.0,8874554.0
2018-03-07,2401.82,9.59,-0.4,405847.0,8021306.0
2018-03-06,2411.41,36.35,1.53,395970.0,6511195.0
2018-03-05,2375.06,27.1,-1.13,304709.0,5661399.0
2018-03-02,2402.16,25.2,-1.04,313216.0,5922137.0
2018-02-28,2427.36,28.78,-1.17,362320.0,6880404.0
2018-02-27,2456.14,1.51,-0.06,267033.0,5529977.0
2018-02-26,2457.65,6.13,0.25,312799.0,5237162.0
2018-02-23,2451.52,37.24,1.54,295960.0,5252346.0
2018-02-22,2414.28,15.37,-0.63,344874.0,4852354.0
2018-02-21,2429.65,14.53,0.6,426468.0,5965325.0
2018-02-20,2415.12,27.7,-1.13,416872.0,5070518.0
2018-02-19,2442.82,20.99,0.87,319304.0,5762731.0
2018-02-14,2421.83,26.64,1.11,301972.0,5775035.0
2018-02-13,2395.19,9.81,0.41,417091.0,7238195.0
2018-02-12,2385.38,21.61,0.91,344787.0,6418943.0
2018-02-09,2363.77,43.85,-1.82,479069.0,8338662.0
2018-02-08,2407.62,11.06,0.46,357642.0,7118564.0
2018-02-07,2396.56,56.75,-2.31,452554.0,8246544.0
2018-02-06,2453.31,38.44,-1.54,568137.0,9287236.0
2018-02-05,2491.75,33.64,-1.33,438171.0,7851068.0
2018-02-02,2525.39,43.15,-1.68,476479.0,8005598.0
2018-02-01,2568.54,2.08,0.08,588190.0,7778128.0
2018-01-31,2566.46,1.28,-0.05,396901.0,10734828.0
2018-01-30,2567.74,30.45,-1.17,390163.0,7718479.0
2018-01-29,2598.19,23.43,0.91,433309.0,7801187.0
2018-01-26,2574.76,12.53,0.49,395997.0,7560744.0
2018-01-25,2562.23,24.23,0.95,507159.0,7681633.0
2018-01-24,2538.0,1.4,0.06,362339.0,6553061.0
2018-01-23,2536.6,34.49,1.38,366447.0,6721970.0
2018-01-22,2502.11,18.15,-0.72,311820.0,6071963.0
2018-01-19,2520.26,4.45,0.18,345210.0,6144398.0
2018-01-18,2515.81,0.38,0.02,329221.0,6337020.0
2018-01-17,2515.43,6.31,-0.25,333496.0,6213890.0
2018-01-16,2521.74,18.01,0.72,337355.0,6468572.0
2018-01-15,2503.73,7.31,0.29,400665.0,6049290.0
2018-01-12,2496.42,8.51,0.34,432737.0,8633370.0
2018-01-11,2487.91,11.84,-0.47,419706.0,7524032.0
2018-01-10,2499.75,10.48,-0.42,440082.0,8436244.0
2018-01-09,2510.23,3.05,-0.12,369650.0,7232666.0
2018-01-08,2513.28,15.76,0.63,308890.0,6272255.0
2018-01-05,2497.52,31.06,1.26,305294.0,6157141.0
2018-01-04,2466.46,19.89,-0.8,329629.0,6793010.0
2018-01-03,2486.35,6.7,0.27,327335.0,5961915.0
2018-01-02,2479.65,12.16,0.49,230256.0,4600669.0
2017-12-28,2467.49,30.82,1.26,194553.0,4137201.0
2017-12-27,2436.67,9.33,0.38,191010.0,4780622.0
2017-12-26,2427.34,13.2,-0.54,222124.0,5565594.0
2017-12-22,2440.54,10.71,0.44,221607.0,4412457.0
2017-12-21,2429.83,42.54,-1.72,244206.0,5244389.0
2017-12-20,2472.37,6.16,-0.25,228367.0,4598623.0
2017-12-19,2478.53,3.35,-0.13,304891.0,5077282.0
2017-12-18,2481.88,0.19,-0.01,320277.0,4386470.0
2017-12-15,2482.07,12.59,0.51,334880.0,5827241.0
2017-12-14,2469.48,11.07,-0.45,313627.0,8117024.0
2017-12-13,2480.55,19.55,0.79,251104.0,5028083.0
2017-12-12,2461.0,10.49,-0.42,276731.0,5067775.0
2017-12-11,2471.49,7.49,0.3,237574.0,4535716.0
2017-12-08,2464.0,2.02,0.08,401810.0,5322978.0
2017-12-07,2461.98,12.39,-0.5,396854.0,6032323.0
2017-12-06,2474.37,35.75,-1.42,503764.0,6566485.0
2017-12-05,2510.12,8.45,0.34,387710.0,5825907.0
2017-12-04,2501.67,26.26,1.06,320891.0,5931824.0
2017-12-01,2475.41,0.96,-0.04,284017.0,5441949.0
2017-11-30,2476.37,36.53,-1.45,333737.0,9128523.0
2017-11-29,2512.9,1.29,-0.05,295469.0,5147961.0
2017-11-28,2514.19,6.38,0.25,335316.0,6153942.0
2017-11-27,2507.81,36.52,-1.44,282245.0,6200078.0
2017-11-24,2544.33,7.18,0.28,294322.0,4398371.0
2017-11-23,2537.15,3.36,-0.13,375211.0,5018884.0
2017-11-22,2540.51,9.81,0.39,477887.0,7050941.0
2017-11-21,2530.7,3.03,0.12,456780.0,6539752.0
2017-11-20,2527.67,6.32,-0.25,400757.0,5802109.0
2017-11-17,2533.99,0.8,-0.03,355217.0,6464810.0
2017-11-16,2534.79,16.54,0.66,296914.0,5544638.0
2017-11-15,2518.25,8.39,-0.33,394260.0,7195457.0
2017-11-14,2526.64,3.71,-0.15,283653.0,5672080.0
2017-11-13,2530.35,12.6,-0.5,263652.0,6005419.0
2017-11-10,2542.95,7.62,-0.3,287091.0,5374842.0
2017-11-09,2550.57,1.83,-0.07,285527.0,6834485.0
2017-11-08,2552.4,6.96,0.27,264089.0,5534995.0
2017-11-07,2545.44,3.97,-0.16,228782.0,5256211.0
2017-11-06,2549.41,8.56,-0.33,218320.0,5370842.0
2017-11-03,2557.97,11.61,0.46,289688.0,5446755.0
2017-11-02,2546.36,10.11,-0.4,521833.0,6152236.0
2017-11-01,2556.47,33.04,1.31,356826.0,7391095.0
2017-10-31,2523.43,21.5,0.86,310039.0,7613000.0
2017-10-30,2501.93,5.3,0.21,338226.0,6931243.0
2017-10-27,2496.63,16.0,0.64,504558.0,6248403.0
2017-10-26,2480.63,11.87,-0.48,638066.0,7053012.0
2017-10-25,2492.5,2.01,0.08,592530.0,5030066.0
2017-10-24,2490.49,0.44,0.02,229390.0,4555677.0
2017-10-23,2490.05,0.51,0.02,271631.0,4700464.0
2017-10-20,2489.54,16.48,0.67,310206.0,5583132.0
2017-10-19,2473.06,9.85,-0.4,232520.0,6747041.0
2017-10-18,2482.91,1.46,-0.06,241172.0,5720798.0
2017-10-17,2484.37,4.32,0.17,193143.0,5235998.0
2017-10-16,2480.05,6.43,0.26,222635.0,6091173.0
2017-10-13,2473.62,1.14,-0.05,233435.0,6777388.0
2017-10-12,2474.76,16.6,0.68,254043.0,6204977.0
2017-10-11,2458.16,24.35,1.0,193818.0,5661122.0
2017-10-10,2433.81,39.34,1.64,218207.0,7257927.0
