날짜,체결가_KOSPI,전일비_KOSPI,등락률_KOSPI,거래량(천주)_KOSPI,거래대금(백만)_KOSPI,체결가_KOSDAQ,전일비_KOSDAQ,등락률_KOSDAQ,거래량(천주)_KOSDAQ,거래대금(백만)_KOSDAQ,체결가_KPI200,전일비_KPI200,등락률_KPI200,거래량(천주)_KPI200,거래대금(백만)_KPI200
2010.06.21,1739.68,27.73,+1.62%,385432.0,5893526.0,498.36,3.13,+0.63%,462596.0,1472936.0,227.69,3.92,+1.75%,111210.0,4839960.0
2010.06.18,1711.95,4.03,+0.24%,282832.0,4309519.0,495.23,0.05,+0.01%,445870.0,1387739.0,223.77,0.32,+0.14%,85466.0,3491234.0
2010.06.17,1707.92,2.59,+0.15%,363549.0,5452041.0,495.18,0.78,-0.16%,442784.0,1678516.0,223.45,0.11,+0.05%,115227.0,4401822.0
2010.06.16,1705.33,15.3,+0.91%,372613.0,5428628.0,495.96,0.88,+0.18%,434428.0,1681534.0,223.34,2.0,+0.90%,115228.0,4414494.0
2010.06.15,1690.03,0.57,-0.03%,341912.0,4619322.0,495.08,2.38,+0.48%,487622.0,1709391.0,221.34,0.09,-0.04%,97653.0,3694211.0
2010.06.14,1690.6,15.26,+0.91%,367908.0,4665416.0,492.7,1.45,+0.30%,424074.0,1548179.0,221.43,2.21,+1.01%,93087.0,3769444.0
2010.06.11,1675.34,23.64,+1.43%,362778.0,5279601.0,491.25,0.38,-0.08%,483654.0,1923747.0,219.22,3.49,+1.62%,98981.0,4283878.0
2010.06.10,1651.7,4.48,+0.27%,301583.0,5308129.0,491.63,4.63,+0.95%,415697.0,1636759.0,215.73,0.47,+0.22%,109095.0,4286797.0
2010.06.09,1647.22,4.26,-0.26%,308128.0,5271753.0,487.0,3.34,-0.68%,492214.0,1896159.0,215.26,0.82,-0.38%,100134.0,4344244.0
2010.06.08,1651.48,13.51,+0.82%,273777.0,4848282.0,490.34,7.22,+1.49%,414174.0,1775157.0,216.08,1.7,+0.79%,93381.0,3997523.0
2010.06.07,1637.97,26.16,-1.57%,297442.0,4802099.0,483.12,10.59,-2.14%,462647.0,1643671.0,214.38,3.65,-1.67%,98090.0,3960499.0
2010.06.04,1664.13,2.29,+0.14%,279767.0,4971542.0,493.71,2.03,-0.41%,473973.0,1738033.0,218.03,0.45,+0.21%,101880.0,4109654.0
2010.06.03,1661.84,31.44,+1.93%,304394.0,5095178.0,495.74,6.95,+1.42%,433129.0,1689781.0,217.58,4.56,+2.14%,107171.0,4114665.0
2010.06.01,1630.4,10.85,-0.66%,307728.0,4753957.0,488.79,0.63,-0.13%,487846.0,1757483.0,213.02,1.32,-0.62%,89828.0,3752585.0
2010.05.31,1641.25,18.47,+1.14%,292623.0,4285932.0,489.42,10.39,+2.17%,431754.0,1577424.0,214.34,2.24,+1.06%,81528.0,3359882.0
2010.05.28,1622.78,15.28,+0.95%,308971.0,5857887.0,479.03,5.71,+1.21%,516156.0,1812850.0,212.1,2.27,+1.08%,107455.0,4762487.0
2010.05.27,1607.5,25.38,+1.60%,351304.0,6077186.0,473.32,10.32,+2.23%,593328.0,1854327.0,209.83,3.21,+1.55%,121871.0,4797421.0
2010.05.26,1582.12,21.29,+1.36%,350974.0,6439338.0,463.0,13.04,+2.90%,506551.0,1829679.0,206.62,1.79,+0.87%,118855.0,4901880.0
2010.05.25,1560.83,44.1,-2.75%,468104.0,6697241.0,449.96,26.37,-5.54%,691194.0,2260053.0,204.83,5.44,-2.59%,133571.0,5286369.0
2010.05.24,1604.93,4.75,+0.30%,266236.0,4707959.0,476.33,4.73,-0.98%,460366.0,1612055.0,210.27,1.49,+0.71%,89273.0,3743564.0
2010.05.20,1600.18,29.9,-1.83%,352307.0,6414796.0,481.06,19.39,-3.87%,560452.0,1936741.0,208.78,3.65,-1.72%,112704.0,4991254.0
2010.05.19,1630.08,13.16,-0.80%,405414.0,6641666.0,500.45,4.07,-0.81%,675380.0,2036923.0,212.43,1.99,-0.93%,121619.0,5070620.0
2010.05.18,1643.24,8.27,-0.50%,476960.0,6705398.0,504.52,5.73,-1.12%,641439.0,2528868.0,214.42,0.94,-0.44%,126438.0,5415137.0
2010.05.17,1651.51,44.12,-2.60%,387378.0,6994844.0,510.25,14.73,-2.81%,610174.0,2309587.0,215.36,5.72,-2.59%,136035.0,5693926.0
2010.05.14,1695.63,1.05,+0.06%,411108.0,6623858.0,524.98,2.44,+0.47%,658648.0,2567767.0,221.08,0.28,+0.13%,118392.0,5126391.0
2010.05.13,1694.58,31.55,+1.90%,390119.0,5892900.0,522.54,10.41,+2.03%,635818.0,2420876.0,220.8,4.02,+1.85%,111556.0,4440749.0
2010.05.12,1663.03,7.21,-0.43%,440849.0,7172311.0,512.13,0.09,-0.02%,668411.0,2202078.0,216.78,0.85,-0.39%,110021.0,4950859.0
2010.05.11,1670.24,7.39,-0.44%,449122.0,6407669.0,512.22,0.06,+0.01%,622257.0,2237142.0,217.63,1.47,-0.67%,123880.0,5175076.0
2010.05.10,1677.63,30.13,+1.83%,375112.0,5392844.0,512.16,12.45,+2.49%,542132.0,1724739.0,219.1,4.01,+1.86%,105746.0,4282434.0
2010.05.07,1647.5,37.21,-2.21%,445947.0,7350446.0,499.71,9.52,-1.87%,725635.0,2169201.0,215.09,5.12,-2.33%,150853.0,6191487.0
2010.05.06,1684.71,34.04,-1.98%,442166.0,6220663.0,509.23,9.76,-1.88%,578674.0,1827376.0,220.21,4.55,-2.02%,128803.0,5074455.0
2010.05.04,1718.75,2.46,-0.14%,369447.0,5240311.0,518.99,0.79,-0.15%,542715.0,1820471.0,224.76,0.34,-0.15%,119881.0,4258446.0
2010.05.03,1721.21,20.35,-1.17%,406195.0,5431387.0,519.78,3.97,-0.76%,632663.0,1790276.0,225.1,2.85,-1.25%,107752.0,4524566.0
2010.04.30,1741.56,13.14,+0.76%,402135.0,6560698.0,523.75,4.54,+0.87%,736652.0,2151795.0,227.95,1.84,+0.81%,112061.0,5444132.0
2010.04.29,1728.42,5.49,-0.32%,432697.0,6447499.0,519.21,1.36,+0.26%,643124.0,2223205.0,226.11,0.87,-0.38%,121189.0,5194468.0
2010.04.28,1733.91,15.64,-0.89%,387837.0,6362505.0,517.85,1.39,-0.27%,701798.0,2056242.0,226.98,2.3,-1.00%,117358.0,5202868.0
2010.04.27,1749.55,2.65,-0.15%,424147.0,5389161.0,519.24,1.56,+0.30%,514891.0,1809615.0,229.28,0.36,-0.16%,93394.0,4087315.0
2010.04.26,1752.2,15.17,+0.87%,409922.0,5161668.0,517.68,1.17,+0.23%,560851.0,1701559.0,229.64,2.28,+1.00%,90090.0,3985358.0
2010.04.23,1737.03,2.49,-0.14%,454500.0,5443868.0,516.51,0.04,+0.01%,615915.0,2025930.0,227.36,0.4,-0.18%,91641.0,4221127.0
2010.04.22,1739.52,8.06,-0.46%,516781.0,5669535.0,516.47,0.48,+0.09%,616167.0,1702216.0,227.76,1.33,-0.58%,97507.0,4404364.0
2010.04.21,1747.58,29.55,+1.72%,526089.0,5970826.0,515.99,5.49,+1.08%,570522.0,1740821.0,229.09,3.96,+1.76%,108522.0,4639286.0
2010.04.20,1718.03,12.73,+0.75%,515141.0,4799027.0,510.5,7.8,+1.55%,588353.0,1565233.0,225.13,1.48,+0.66%,83584.0,3460930.0
2010.04.19,1705.3,29.19,-1.68%,362794.0,4322681.0,502.7,5.72,-1.13%,605010.0,1454440.0,223.65,4.04,-1.77%,87253.0,3382236.0
2010.04.16,1734.49,9.42,-0.54%,374592.0,4835821.0,508.42,0.19,-0.04%,569103.0,1674592.0,227.69,1.48,-0.65%,90148.0,3856082.0
2010.04.15,1743.91,8.58,+0.49%,456676.0,6706484.0,508.61,1.08,-0.21%,590119.0,1674770.0,229.17,1.09,+0.48%,133738.0,5445859.0
2010.04.14,1735.33,24.74,+1.45%,424730.0,5653468.0,509.69,3.16,+0.62%,600301.0,1638471.0,228.08,3.39,+1.51%,107761.0,4625600.0
2010.04.13,1710.59,0.29,+0.02%,359855.0,4286461.0,506.53,1.14,-0.22%,566659.0,1635931.0,224.69,0.1,+0.04%,81942.0,3428913.0
2010.04.12,1710.3,14.17,-0.82%,407319.0,5646856.0,507.67,4.48,-0.87%,553753.0,1666281.0,224.59,2.22,-0.98%,109119.0,4670433.0
2010.04.09,1724.47,9.31,-0.54%,370926.0,4765403.0,512.15,1.14,-0.22%,594290.0,1692361.0,226.81,1.46,-0.64%,89956.0,3853476.0
2010.04.08,1733.78,7.18,+0.42%,342017.0,4467666.0,513.29,2.39,+0.47%,542434.0,1562448.0,228.27,0.96,+0.42%,80936.0,3616776.0
2010.04.07,1726.6,0.51,+0.03%,382514.0,5304910.0,510.9,4.51,+0.89%,527984.0,1620384.0,227.31,0.2,-0.09%,103040.0,4455024.0
2010.04.06,1726.09,1.1,+0.06%,413536.0,4744202.0,506.39,1.26,+0.25%,513122.0,1574028.0,227.51,0.03,+0.01%,90793.0,3823222.0
2010.04.05,1724.99,1.5,+0.09%,415399.0,5431553.0,505.13,9.82,-1.91%,664864.0,2152994.0,227.48,0.79,+0.35%,111042.0,4481364.0
2010.04.02,1723.49,4.32,+0.25%,343030.0,5998549.0,514.95,4.24,-0.82%,582465.0,1906405.0,226.69,1.22,+0.54%,117936.0,5114217.0
2010.04.01,1719.17,26.32,+1.55%,290304.0,5675671.0,519.19,3.45,+0.67%,648417.0,2053673.0,225.47,3.89,+1.76%,108843.0,4849740.0
2010.03.31,1692.85,7.34,-0.43%,322739.0,4773021.0,515.74,2.31,-0.45%,676018.0,1983895.0,221.58,0.9,-0.40%,110162.0,3890922.0
2010.03.30,1700.19,8.2,+0.48%,314386.0,4603509.0,518.05,0.01,-0.00%,679230.0,2019087.0,222.48,0.88,+0.40%,100138.0,3703210.0
2010.03.29,1691.99,5.73,-0.34%,333364.0,4039795.0,518.06,6.6,-1.26%,667404.0,1795625.0,221.6,0.65,-0.29%,99005.0,3177411.0
2010.03.26,1697.72,9.33,+0.55%,390645.0,4056297.0,524.66,4.42,+0.85%,659434.0,1784269.0,222.25,1.18,+0.53%,94956.0,3152007.0
2010.03.25,1688.39,7.38,+0.44%,382198.0,4436079.0,520.24,0.44,+0.08%,761650.0,1970679.0,221.07,0.98,+0.45%,145950.0,3524041.0
2010.03.24,1681.01,0.81,-0.05%,364443.0,4423235.0,519.8,6.62,-1.26%,978077.0,2770787.0,220.09,0.0,0.00%,93993.0,3440328.0
2010.03.23,1681.82,9.15,+0.55%,408396.0,4615666.0,526.42,0.65,-0.12%,936228.0,2598010.0,220.09,1.57,+0.72%,93233.0,3688637.0
2010.03.22,1672.67,13.44,-0.80%,342139.0,3731209.0,527.07,0.51,-0.10%,952966.0,2128510.0,218.52,1.96,-0.89%,98138.0,2977196.0
2010.03.19,1686.11,10.94,+0.65%,433279.0,4135222.0,527.58,3.27,+0.62%,882244.0,2446689.0,220.48,1.46,+0.67%,102037.0,3313558.0
2010.03.18,1675.17,7.69,-0.46%,424139.0,4724092.0,524.31,1.33,+0.25%,935430.0,2384957.0,219.02,1.26,-0.57%,107712.0,3634196.0
2010.03.17,1682.86,34.85,+2.11%,597087.0,5640527.0,522.98,2.1,+0.40%,930115.0,2211368.0,220.28,5.03,+2.34%,116073.0,4115287.0
2010.03.16,1648.01,1.49,-0.09%,467242.0,3947195.0,520.88,3.13,+0.60%,1017998.0,2380116.0,215.25,0.24,-0.11%,88027.0,3145716.0
2010.03.15,1649.5,13.24,-0.80%,337625.0,3282239.0,517.75,1.69,-0.33%,896676.0,2450687.0,215.49,1.86,-0.86%,81529.0,2478472.0
2010.03.12,1662.74,6.12,+0.37%,361972.0,3589552.0,519.44,1.87,+0.36%,897201.0,2426875.0,217.35,0.59,+0.27%,90692.0,2813320.0
2010.03.11,1656.62,5.62,-0.34%,520156.0,4693458.0,517.57,1.1,-0.21%,938668.0,2524071.0,216.76,1.06,-0.49%,142447.0,3743186.0
2010.03.10,1662.24,1.41,+0.08%,490213.0,3811175.0,518.67,0.55,+0.11%,858988.0,2891679.0,217.82,0.0,0.00%,93759.0,2857405.0
2010.03.09,1660.83,0.79,+0.05%,624702.0,4344076.0,518.12,0.49,+0.09%,932474.0,2577461.0,217.82,0.09,+0.04%,86759.0,3284664.0
2010.03.08,1660.04,25.47,+1.56%,360539.0,4699860.0,517.63,6.35,+1.24%,897880.0,2239877.0,217.73,3.68,+1.72%,109184.0,3863663.0
2010.03.05,1634.57,16.37,+1.01%,336466.0,3259136.0,511.28,3.69,+0.73%,948173.0,2042637.0,214.05,2.14,+1.01%,72817.0,2529234.0
2010.03.04,1618.2,4.24,-0.26%,377670.0,3257519.0,507.59,2.04,-0.40%,962935.0,2106764.0,211.91,0.45,-0.21%,70116.0,2615166.0
2010.03.03,1622.44,7.32,+0.45%,393698.0,3198019.0,509.63,1.67,+0.33%,870218.0,1828996.0,212.36,0.92,+0.44%,67575.0,2538635.0
2010.03.02,1615.12,20.54,+1.29%,407865.0,4033608.0,507.96,0.93,+0.18%,743313.0,1559209.0,211.44,3.08,+1.48%,88056.0,3237036.0
2010.02.26,1594.58,7.07,+0.45%,326614.0,3106581.0,507.03,2.4,+0.48%,727173.0,1651326.0,208.36,0.8,+0.39%,60949.0,2407882.0
2010.02.25,1587.51,25.32,-1.57%,397398.0,3892548.0,504.63,9.41,-1.83%,912502.0,2278675.0,207.56,3.36,-1.59%,77394.0,2995430.0
2010.02.24,1612.83,16.07,-0.99%,384150.0,3805782.0,514.04,0.14,+0.03%,840732.0,2270653.0,210.92,2.53,-1.19%,80959.0,3028784.0
2010.02.23,1628.9,1.8,+0.11%,343873.0,3412601.0,513.9,1.65,+0.32%,831072.0,2283665.0,213.45,0.17,+0.08%,76536.0,2708978.0
2010.02.22,1627.1,33.2,+2.08%,302645.0,3388928.0,512.25,7.86,+1.56%,787544.0,2169474.0,213.28,4.58,+2.19%,77973.0,2690813.0
2010.02.19,1593.9,27.29,-1.68%,340317.0,3691046.0,504.39,8.94,-1.74%,944919.0,2719263.0,208.7,3.85,-1.81%,79941.0,2838563.0
2010.02.18,1621.19,6.24,-0.38%,308435.0,3193869.0,513.33,1.83,-0.36%,801933.0,2263169.0,212.55,0.89,-0.42%,77416.0,2451959.0
2010.02.17,1627.43,26.38,+1.65%,377713.0,4008190.0,515.16,6.21,+1.22%,849872.0,2543200.0,213.44,3.71,+1.77%,95033.0,3223891.0
2010.02.16,1601.05,7.39,+0.46%,271085.0,2687748.0,508.95,5.07,+1.01%,669143.0,1945044.0,209.73,0.99,+0.47%,71160.0,2126275.0
2010.02.12,1593.66,4.15,-0.26%,286122.0,4167949.0,503.88,5.87,+1.18%,717009.0,1851729.0,208.74,0.99,-0.47%,86041.0,3484347.0
2010.02.11,1597.81,27.69,+1.76%,387059.0,4304025.0,498.01,6.73,+1.37%,721353.0,1864694.0,209.73,3.79,+1.84%,96770.0,3547316.0
2010.02.10,1570.12,0.37,-0.02%,429027.0,4017871.0,491.28,0.08,+0.02%,770184.0,2084073.0,205.94,0.07,-0.03%,89691.0,3119293.0
2010.02.09,1570.49,17.7,+1.14%,418067.0,4101976.0,491.2,3.79,+0.78%,830312.0,2072544.0,206.01,2.64,+1.30%,98189.0,3256121.0
2010.02.08,1552.79,14.33,-0.91%,436893.0,4107383.0,487.41,9.96,-2.00%,800803.0,2174707.0,203.37,1.69,-0.82%,84393.0,3226376.0
2010.02.05,1567.12,49.3,-3.05%,455323.0,4866843.0,497.37,18.86,-3.65%,839093.0,2417110.0,205.06,6.66,-3.15%,103949.0,3917895.0
2010.02.04,1616.42,1.4,+0.09%,392597.0,4031137.0,516.23,0.91,+0.18%,816933.0,2529514.0,211.72,0.14,-0.07%,88324.0,3259414.0
2010.02.03,1615.02,19.21,+1.20%,432471.0,4387879.0,515.32,10.63,+2.11%,870958.0,2455126.0,211.86,2.59,+1.24%,91436.0,3637899.0
2010.02.02,1595.81,10.63,-0.66%,430376.0,4936669.0,504.69,2.69,+0.54%,800990.0,2463164.0,209.27,1.49,-0.71%,114876.0,4077910.0
2010.02.01,1606.44,4.01,+0.25%,376848.0,5035915.0,502.0,5.43,+1.09%,677675.0,1857510.0,210.76,0.42,+0.20%,103213.0,4188722.0
2010.01.29,1602.43,40.0,-2.44%,467444.0,5610325.0,496.57,20.83,-4.03%,824968.0,2342736.0,210.34,5.33,-2.47%,112004.0,4421678.0
2010.01.28,1642.43,16.95,+1.04%,473304.0,5372609.0,517.4,0.97,+0.19%,845058.0,2561290.0,215.67,2.65,+1.24%,113881.0,4359421.0
2010.01.27,1625.48,11.86,-0.72%,439801.0,5637791.0,516.43,5.64,-1.08%,1050639.0,3155151.0,213.02,1.87,-0.87%,117601.0,4678959.0
2010.01.26,1637.34,32.86,-1.97%,568776.0,6030577.0,522.07,12.15,-2.27%,1156317.0,3268402.0,214.89,4.44,-2.02%,128854.0,4827280.0
2010.01.25,1670.2,14.15,-0.84%,579280.0,5739580.0,534.22,12.44,-2.28%,1138655.0,3767601.0,219.33,1.35,-0.61%,124201.0,4551383.0
2010.01.22,1684.35,37.66,-2.19%,605051.0,6510145.0,546.66,2.37,-0.43%,971210.0,3167833.0,220.68,5.48,-2.42%,150890.0,5507959.0
2010.01.21,1722.01,7.63,+0.45%,536757.0,5655444.0,549.03,4.91,+0.90%,980123.0,3423024.0,226.16,1.33,+0.59%,124406.0,4621988.0
2010.01.20,1714.38,4.16,+0.24%,688689.0,7155224.0,544.12,5.02,-0.91%,1036155.0,3601961.0,224.83,0.7,+0.31%,170041.0,5771905.0
2010.01.19,1710.22,1.56,-0.09%,378000.0,5576733.0,549.14,3.96,-0.72%,1075472.0,3886875.0,224.13,0.25,-0.11%,127628.0,4529026.0
2010.01.18,1711.78,9.98,+0.59%,415281.0,6225709.0,553.1,3.13,+0.57%,864374.0,3121030.0,224.38,1.17,+0.52%,154135.0,5160890.0
2010.01.15,1701.8,16.03,+0.95%,410091.0,6375103.0,549.97,7.64,+1.41%,908319.0,3235608.0,223.21,2.02,+0.91%,155227.0,5398253.0
2010.01.14,1685.77,14.36,+0.86%,428554.0,6112422.0,542.33,7.87,+1.47%,861259.0,3323322.0,221.19,2.02,+0.92%,131932.0,5133690.0
2010.01.13,1671.41,27.23,-1.60%,356033.0,5155181.0,534.46,3.65,-0.68%,917838.0,3096306.0,219.17,3.87,-1.74%,114308.0,4025136.0
2010.01.12,1698.64,4.52,+0.27%,377882.0,5154876.0,538.11,2.29,-0.42%,908087.0,2902114.0,223.04,0.81,+0.36%,119022.0,4163121.0
2010.01.11,1694.12,1.14,-0.07%,399263.0,6772706.0,540.4,1.44,+0.27%,853298.0,2928927.0,222.23,0.43,-0.19%,152651.0,5595997.0
2010.01.08,1695.26,11.81,+0.70%,371357.0,6785182.0,538.96,3.44,+0.64%,883398.0,2936118.0,222.66,1.35,+0.61%,153978.0,5777125.0
2010.01.07,1683.45,21.87,-1.28%,456464.0,7377683.0,535.52,3.6,-0.67%,1168489.0,3617968.0,221.31,3.36,-1.50%,181047.0,6242648.0
2010.01.06,1705.32,14.7,+0.87%,420481.0,6281895.0,539.12,6.03,+1.13%,1122407.0,3391702.0,224.67,1.83,+0.82%,168610.0,5091836.0
2010.01.05,1690.62,5.52,-0.33%,402043.0,6694054.0,533.09,5.0,+0.95%,876186.0,3191863.0,222.84,0.65,-0.29%,150728.0,5619358.0
2010.01.04,1696.14,13.37,+0.79%,291082.0,4214374.0,528.09,14.52,+2.83%,655820.0,2352941.0,223.49,1.63,+0.73%,84086.0,3393180.0
2009.12.30,1682.77,10.29,+0.62%,321717.0,4228316.0,513.57,7.96,+1.57%,646575.0,2036563.0,221.86,1.52,+0.69%,99084.0,3506489.0
2009.12.29,1672.48,13.11,-0.78%,312271.0,4149744.0,505.61,0.46,-0.09%,632560.0,1890964.0,220.34,1.69,-0.76%,87621.0,3362103.0
2009.12.28,1685.59,3.25,+0.19%,383930.0,5742818.0,506.07,5.12,-1.00%,734584.0,2218681.0,222.03,0.36,+0.16%,135320.0,5049628.0
2009.12.24,1682.34,20.99,+1.26%,323153.0,4759422.0,511.19,2.75,+0.54%,715338.0,1978454.0,221.67,2.72,+1.24%,102428.0,4005575.0
2009.12.23,1661.35,5.81,+0.35%,344879.0,3803590.0,508.44,4.34,-0.85%,750627.0,2259321.0,218.95,1.08,+0.50%,79942.0,3160041.0
2009.12.22,1655.54,11.31,+0.69%,464988.0,3668723.0,512.78,5.31,-1.02%,817390.0,2544801.0,217.87,1.67,+0.77%,92967.0,2919477.0
2009.12.21,1644.23,2.81,-0.17%,277399.0,3698982.0,518.09,4.31,+0.84%,810506.0,2467723.0,216.2,0.48,-0.22%,81790.0,2984329.0
2009.12.18,1647.04,0.8,-0.05%,257975.0,3876788.0,513.78,3.68,+0.72%,721690.0,2166917.0,216.68,0.22,-0.10%,83266.0,3245011.0
2009.12.17,1647.84,16.4,-0.99%,372263.0,4229091.0,510.1,3.09,+0.61%,679268.0,1963012.0,216.9,2.42,-1.10%,83446.0,3197526.0
2009.12.16,1664.24,1.61,-0.10%,363157.0,4546962.0,507.01,3.7,+0.74%,713691.0,1931385.0,219.32,0.28,-0.13%,89764.0,3697051.0
2009.12.15,1665.85,1.08,+0.06%,357369.0,4925818.0,503.31,1.46,+0.29%,713650.0,1804933.0,219.6,0.09,+0.04%,92470.0,3850543.0
2009.12.14,1664.77,7.87,+0.47%,393160.0,4768260.0,501.85,6.64,+1.34%,668355.0,1679463.0,219.51,0.74,+0.34%,97529.0,3778525.0
2009.12.11,1656.9,4.17,+0.25%,430306.0,5319754.0,495.21,5.76,+1.18%,696463.0,1690598.0,218.77,0.04,+0.02%,103713.0,4288904.0
2009.12.10,1652.73,18.56,+1.14%,460226.0,7065620.0,489.45,2.67,+0.55%,633748.0,1658895.0,218.73,2.98,+1.38%,136617.0,6281546.0
2009.12.09,1634.17,6.39,+0.39%,347919.0,4372471.0,486.78,0.84,+0.17%,679073.0,1660719.0,215.75,0.84,+0.39%,105172.0,3653780.0
2009.12.08,1627.78,4.87,-0.30%,350137.0,3499781.0,485.94,1.1,-0.23%,715572.0,1787223.0,214.91,0.64,-0.30%,73206.0,2790561.0
2009.12.07,1632.65,7.89,+0.49%,260628.0,3826222.0,487.04,3.41,+0.71%,654433.0,1518961.0,215.55,1.05,+0.49%,94968.0,3280482.0
2009.12.04,1624.76,9.76,+0.60%,275963.0,4427872.0,483.63,3.11,+0.65%,692037.0,1534786.0,214.5,1.19,+0.56%,94484.0,3835257.0
2009.12.03,1615.0,23.37,+1.47%,267190.0,4287071.0,480.52,4.55,+0.96%,793830.0,1643553.0,213.31,3.06,+1.46%,97693.0,3690329.0
2009.12.02,1591.63,21.91,+1.40%,322305.0,4680960.0,475.97,6.93,+1.48%,778262.0,1715127.0,210.25,3.18,+1.54%,105687.0,4089872.0
2009.12.01,1569.72,14.12,+0.91%,297389.0,4414263.0,469.04,4.72,+1.02%,781602.0,1669247.0,207.07,2.32,+1.13%,108844.0,3752159.0
2009.11.30,1555.6,31.1,+2.04%,302208.0,4439384.0,464.32,12.65,+2.80%,613703.0,1374967.0,204.75,4.02,+2.00%,101011.0,3740104.0
2009.11.27,1524.5,75.02,-4.69%,380440.0,5378260.0,451.67,22.15,-4.67%,776944.0,1693075.0,200.73,10.04,-4.76%,129742.0,4584367.0
2009.11.26,1599.52,12.36,-0.77%,276259.0,4018904.0,473.82,2.74,-0.57%,696767.0,1559179.0,210.77,1.84,-0.87%,88490.0,3441004.0
2009.11.25,1611.88,5.46,+0.34%,276913.0,3313916.0,476.56,1.17,+0.25%,779419.0,1662612.0,212.61,0.69,+0.33%,75151.0,2747642.0
2009.11.24,1606.42,12.63,-0.78%,333033.0,3886077.0,475.39,4.41,-0.92%,990175.0,1763552.0,211.92,1.8,-0.84%,93611.0,3184656.0
2009.11.23,1619.05,1.55,-0.10%,243848.0,3243824.0,479.8,0.37,+0.08%,803064.0,1540119.0,213.72,0.04,-0.02%,77532.0,2717507.0
2009.11.20,1620.6,0.06,+0.00%,251289.0,3557823.0,479.43,3.66,+0.77%,662378.0,1467757.0,213.76,0.13,-0.06%,88861.0,2973123.0
2009.11.19,1620.54,16.57,+1.03%,271683.0,4649250.0,475.77,3.23,+0.68%,704444.0,1559381.0,213.89,2.33,+1.10%,108663.0,3836857.0
2009.11.18,1603.97,17.99,+1.13%,272061.0,4871840.0,472.54,0.59,+0.13%,725086.0,1705352.0,211.56,2.56,+1.22%,108571.0,4218450.0
2009.11.17,1585.98,6.49,-0.41%,288280.0,4805157.0,471.95,3.79,-0.80%,715023.0,1627391.0,209.0,0.9,-0.43%,116923.0,4219243.0
2009.11.16,1592.47,20.48,+1.30%,239101.0,3877557.0,475.74,5.83,-1.21%,686127.0,1465198.0,209.9,3.06,+1.48%,99704.0,3349560.0
2009.11.13,1571.99,0.74,-0.05%,253746.0,4066072.0,481.57,3.06,-0.63%,670780.0,1335830.0,206.84,0.17,+0.08%,88402.0,3534364.0
2009.11.12,1572.73,22.09,-1.39%,276742.0,4664682.0,484.63,0.99,-0.20%,686076.0,1427101.0,206.67,3.41,-1.62%,103575.0,4091234.0
2009.11.11,1594.82,12.52,+0.79%,251351.0,3160306.0,485.62,2.68,+0.55%,655227.0,1424594.0,210.08,1.85,+0.89%,74669.0,2482559.0
2009.11.10,1582.3,5.51,+0.35%,271741.0,3802793.0,482.94,1.51,-0.31%,799747.0,1836403.0,208.23,0.94,+0.45%,83077.0,3248596.0
2009.11.09,1576.79,4.33,+0.28%,242396.0,3426604.0,484.45,1.75,+0.36%,696974.0,1454265.0,207.29,0.76,+0.37%,84691.0,2921962.0
2009.11.06,1572.46,20.22,+1.30%,247801.0,3616818.0,482.7,3.24,+0.68%,705261.0,1590878.0,206.53,3.01,+1.48%,79263.0,3143258.0
2009.11.05,1552.24,27.69,-1.75%,201258.0,3312408.0,479.46,4.41,-0.91%,729211.0,1668248.0,203.52,3.66,-1.77%,76429.0,2938567.0
2009.11.04,1579.93,30.01,+1.94%,262623.0,3679048.0,483.87,5.11,+1.07%,794251.0,1732734.0,207.18,4.05,+1.99%,84879.0,3139567.0
2009.11.03,1549.92,9.17,-0.59%,269982.0,3570743.0,478.76,0.49,-0.10%,803047.0,1748966.0,203.13,1.12,-0.55%,78935.0,3014557.0
2009.11.02,1559.09,21.6,-1.37%,285044.0,4318938.0,479.25,7.21,-1.48%,637080.0,1496180.0,204.25,2.56,-1.24%,95482.0,3710960.0
2009.10.30,1580.69,5.16,-0.33%,268692.0,4721610.0,486.46,4.12,+0.85%,671381.0,1551902.0,206.81,0.87,-0.42%,93401.0,4192479.0
2009.10.29,1585.85,23.86,-1.48%,365026.0,5602932.0,482.34,6.48,-1.33%,689185.0,1787090.0,207.68,3.35,-1.59%,119906.0,4928030.0
2009.10.28,1609.71,39.82,-2.41%,363335.0,5336863.0,488.82,13.48,-2.68%,842514.0,2226739.0,211.03,5.44,-2.51%,115817.0,4509627.0
2009.10.27,1649.53,7.58,-0.46%,321669.0,4992831.0,502.3,2.47,-0.49%,704043.0,1841890.0,216.47,0.98,-0.45%,101973.0,4181796.0
2009.10.26,1657.11,16.94,+1.03%,309429.0,4701219.0,504.77,0.86,+0.17%,619838.0,1443409.0,217.45,2.72,+1.27%,104111.0,4075865.0
2009.10.23,1640.17,9.84,+0.60%,325797.0,4817765.0,503.91,0.13,+0.03%,742133.0,1680589.0,214.73,1.48,+0.69%,105916.0,4123808.0
2009.10.22,1630.33,23.53,-1.42%,380857.0,4812179.0,503.78,4.84,-0.95%,655756.0,1950113.0,213.25,3.39,-1.56%,108364.0,4156515.0
2009.10.21,1653.86,5.29,-0.32%,359890.0,5188289.0,508.62,1.14,-0.22%,635267.0,1750395.0,216.64,0.89,-0.41%,106949.0,4347705.0
