날짜,체결가_KOSPI,전일비_KOSPI,등락률_KOSPI,거래량(천주)_KOSPI,거래대금(백만)_KOSPI,체결가_KOSDAQ,전일비_KOSDAQ,등락률_KOSDAQ,거래량(천주)_KOSDAQ,거래대금(백만)_KOSDAQ,체결가_KPI200,전일비_KPI200,등락률_KPI200,거래량(천주)_KPI200,거래대금(백만)_KPI200
2019.08.16,1923.25,15.12,-0.78%,264519.0,2453817.0,590.7,6.45,-1.08%,437483.0,2322189.0,253.43,1.43,-0.56%,40870.0,1533870.0
2019.08.14,1938.37,12.54,+0.65%,699585.0,5076486.0,597.15,6.4,+1.08%,793565.0,4105968.0,254.86,2.03,+0.80%,82238.0,3276640.0
2019.08.13,1925.83,16.46,-0.85%,660040.0,4340208.0,590.75,3.42,-0.58%,755896.0,3792005.0,252.83,2.52,-0.99%,76819.0,2897599.0
2019.08.12,1942.29,4.54,+0.23%,427140.0,3997754.0,594.17,4.13,+0.70%,707419.0,3440960.0,255.35,0.5,+0.20%,69377.0,2573099.0
2019.08.09,1937.75,17.14,+0.89%,654344.0,5051265.0,590.04,4.6,+0.79%,690855.0,4157334.0,254.85,2.45,+0.97%,117692.0,3460645.0
2019.08.08,1920.61,10.9,+0.57%,777165.0,6769546.0,585.44,20.8,+3.68%,929189.0,4831848.0,252.4,0.4,+0.16%,163707.0,5065805.0
2019.08.07,1909.71,7.79,-0.41%,760777.0,5373398.0,564.64,13.14,+2.38%,835978.0,4843612.0,252.0,1.41,-0.56%,90744.0,3400475.0
2019.08.06,1917.5,29.48,-1.51%,739588.0,7179083.0,551.5,18.29,-3.21%,973681.0,5611504.0,253.41,3.78,-1.47%,123167.0,4868704.0
2019.08.05,1946.98,51.15,-2.56%,639603.0,6599770.0,569.79,45.91,-7.46%,821183.0,4773105.0,257.19,5.8,-2.21%,131042.0,4581363.0
2019.08.02,1998.13,19.21,-0.95%,438538.0,5338221.0,615.7,6.56,-1.05%,601247.0,3703940.0,262.99,2.74,-1.03%,99663.0,3879296.0
2019.08.01,2017.34,7.21,-0.36%,461743.0,4443149.0,622.26,7.92,-1.26%,694237.0,4161131.0,265.73,0.61,-0.23%,72578.0,2900144.0
2019.07.31,2024.55,14.13,-0.69%,589386.0,5532912.0,630.18,4.54,+0.73%,770559.0,4228756.0,266.34,2.61,-0.97%,96236.0,3821854.0
2019.07.30,2038.68,9.2,+0.45%,547029.0,3877489.0,625.64,6.86,+1.11%,716177.0,3566194.0,268.95,1.2,+0.45%,64529.0,2363742.0
2019.07.29,2029.48,36.78,-1.78%,608670.0,4681216.0,618.78,25.81,-4.00%,795264.0,3783791.0,267.75,4.5,-1.65%,78754.0,2825170.0
2019.07.26,2066.26,8.22,-0.40%,583332.0,5056450.0,644.59,7.81,-1.20%,870552.0,3896380.0,272.25,0.79,-0.29%,88517.0,3404986.0
2019.07.25,2074.48,7.82,-0.38%,590890.0,5126430.0,652.4,7.43,-1.13%,856206.0,4105781.0,273.04,0.18,-0.07%,94460.0,3835185.0
2019.07.24,2082.3,19.15,-0.91%,841580.0,4115461.0,659.83,8.82,-1.32%,955261.0,4915984.0,273.22,2.7,-0.98%,82752.0,2919409.0
2019.07.23,2101.45,8.11,+0.39%,640162.0,4523644.0,668.65,6.13,-0.91%,884196.0,4534091.0,275.92,1.37,+0.50%,93952.0,3219043.0
2019.07.22,2093.34,1.02,-0.05%,320412.0,3156360.0,674.78,0.72,+0.11%,634148.0,3312898.0,274.55,0.0,0.00%,59881.0,2340357.0
2019.07.19,2094.36,27.81,+1.35%,386118.0,4037112.0,674.06,8.91,+1.34%,743055.0,3886505.0,274.55,3.88,+1.43%,85702.0,2956076.0
2019.07.18,2066.55,6.37,-0.31%,437178.0,3848957.0,665.15,1.13,-0.17%,824342.0,4207088.0,270.67,0.81,-0.30%,78649.0,2607494.0
2019.07.17,2072.92,18.95,-0.91%,752119.0,4549215.0,666.28,8.14,-1.21%,887319.0,4149075.0,271.48,2.57,-0.94%,115622.0,3031700.0
2019.07.16,2091.87,9.39,+0.45%,674500.0,5158374.0,674.42,0.37,-0.05%,811124.0,4528508.0,274.05,1.41,+0.52%,134388.0,3589437.0
2019.07.15,2082.48,4.18,-0.20%,455075.0,3656611.0,674.79,6.38,-0.94%,705069.0,4146102.0,272.64,0.04,-0.01%,82080.0,2560620.0
2019.07.12,2086.66,6.08,+0.29%,398353.0,3714594.0,681.17,4.08,+0.60%,725252.0,4079424.0,272.68,0.9,+0.33%,54810.0,2446249.0
2019.07.11,2080.58,21.8,+1.06%,368242.0,4934006.0,677.09,10.19,+1.53%,775167.0,4077292.0,271.78,3.03,+1.13%,104926.0,3844891.0
2019.07.10,2058.78,6.75,+0.33%,350018.0,3867014.0,666.9,9.1,+1.38%,761788.0,3791055.0,268.75,1.03,+0.38%,66266.0,2805302.0
2019.07.09,2052.03,12.14,-0.59%,433474.0,4361543.0,657.8,10.92,-1.63%,866024.0,4057741.0,267.72,0.83,-0.31%,70609.0,3029601.0
2019.07.08,2064.17,46.42,-2.20%,507760.0,4275766.0,668.72,25.45,-3.67%,754947.0,4192796.0,268.55,5.8,-2.11%,74076.0,2754746.0
2019.07.05,2110.59,1.86,+0.09%,452463.0,3959700.0,694.17,2.9,+0.42%,720411.0,3998049.0,274.35,0.19,-0.07%,59562.0,2631490.0
2019.07.04,2108.73,12.71,+0.61%,440234.0,4471126.0,691.27,1.77,-0.26%,752767.0,4076625.0,274.54,2.17,+0.80%,76980.0,2842808.0
2019.07.03,2096.02,26.0,-1.23%,510185.0,4512416.0,693.04,3.21,-0.46%,662714.0,3919284.0,272.37,3.6,-1.30%,96506.0,3104200.0
2019.07.02,2122.02,7.72,-0.36%,442102.0,4031531.0,696.25,0.25,+0.04%,685752.0,3998609.0,275.97,1.3,-0.47%,64740.0,2670191.0
2019.07.01,2129.74,0.88,-0.04%,405153.0,4544544.0,696.0,5.47,+0.79%,724412.0,5096420.0,277.27,0.23,-0.08%,73429.0,3276750.0
2019.06.28,2130.62,3.7,-0.17%,529503.0,4191165.0,690.53,7.68,-1.10%,766069.0,4102087.0,277.5,0.25,-0.09%,66426.0,2827388.0
2019.06.27,2134.32,12.47,+0.59%,637264.0,5064017.0,698.21,11.16,-1.57%,894894.0,5066792.0,277.75,2.22,+0.81%,65816.0,3330708.0
2019.06.26,2121.85,0.21,+0.01%,725559.0,4389757.0,709.37,0.65,-0.09%,969271.0,4672753.0,275.53,0.25,+0.09%,58246.0,2605449.0
2019.06.25,2121.64,4.69,-0.22%,634514.0,4198154.0,710.02,7.67,-1.07%,1045305.0,4822920.0,275.28,0.3,-0.11%,59809.0,2609117.0
2019.06.24,2126.33,0.71,+0.03%,660547.0,3996337.0,717.69,4.95,-0.68%,907855.0,3647703.0,275.58,0.1,+0.04%,55183.0,2206332.0
2019.06.21,2125.62,5.67,-0.27%,680199.0,5112321.0,722.64,4.68,-0.64%,1085095.0,4315751.0,275.48,0.53,-0.19%,75383.0,3193828.0
2019.06.20,2131.29,6.51,+0.31%,996213.0,3906259.0,727.32,9.61,+1.34%,988381.0,3987654.0,276.01,0.7,+0.25%,54294.0,2354829.0
2019.06.19,2124.78,26.07,+1.24%,847570.0,4860633.0,717.71,2.85,+0.40%,968532.0,4196694.0,275.31,3.95,+1.46%,67908.0,3041553.0
2019.06.18,2098.71,7.98,+0.38%,584434.0,4272621.0,714.86,4.27,-0.59%,1034891.0,4847831.0,271.36,1.27,+0.47%,59172.0,2591254.0
2019.06.17,2090.73,4.68,-0.22%,547928.0,3980288.0,719.13,3.12,-0.43%,747642.0,3944071.0,270.09,0.39,-0.14%,51920.0,2302253.0
2019.06.14,2095.41,7.74,-0.37%,465636.0,4576882.0,722.25,4.43,-0.61%,821182.0,4521010.0,270.48,0.65,-0.24%,64774.0,2944170.0
2019.06.13,2103.15,5.6,-0.27%,543630.0,5928147.0,726.68,2.36,+0.33%,821288.0,4816462.0,271.13,1.61,-0.59%,95181.0,4279419.0
2019.06.12,2108.75,3.06,-0.14%,686305.0,4614542.0,724.32,4.47,-0.61%,711059.0,3935617.0,272.74,0.47,-0.17%,66545.0,2763101.0
2019.06.11,2111.81,12.32,+0.59%,542183.0,4097741.0,728.79,7.65,+1.06%,881060.0,4119705.0,273.21,1.11,+0.41%,57998.0,2637573.0
2019.06.10,2099.49,27.16,+1.31%,452195.0,4129681.0,721.14,4.61,+0.64%,749928.0,4012189.0,272.1,3.83,+1.43%,59387.0,2683455.0
2019.06.07,2072.33,3.22,+0.16%,357532.0,4244185.0,716.53,8.78,+1.24%,709467.0,3940970.0,268.27,0.28,+0.10%,65650.0,2782311.0
2019.06.05,2069.11,2.14,+0.10%,372801.0,4370136.0,707.75,5.22,+0.74%,603889.0,4006583.0,267.99,0.33,+0.12%,65075.0,2893540.0
2019.06.04,2066.97,0.88,-0.04%,428182.0,4773926.0,702.53,5.03,+0.72%,647149.0,3798899.0,267.66,0.5,-0.19%,69534.0,2912541.0
2019.06.03,2067.85,26.11,+1.28%,381005.0,4581028.0,697.5,1.03,+0.15%,633989.0,3539963.0,268.16,4.27,+1.62%,82234.0,3394814.0
2019.05.31,2041.74,2.94,+0.14%,426548.0,4838796.0,696.47,7.14,+1.04%,631339.0,3451045.0,263.89,0.04,-0.02%,74686.0,3183303.0
2019.05.30,2038.8,15.48,+0.77%,444802.0,4833410.0,689.33,2.14,-0.31%,654329.0,3847175.0,263.93,2.56,+0.98%,68112.0,2930847.0
2019.05.29,2023.32,25.51,-1.25%,368271.0,4564422.0,691.47,11.29,-1.61%,827806.0,4409476.0,261.37,3.33,-1.26%,77194.0,3303712.0
2019.05.28,2048.83,4.62,+0.23%,474627.0,7648693.0,702.76,13.09,+1.90%,711505.0,4470459.0,264.7,0.3,+0.11%,136616.0,5824293.0
2019.05.27,2044.21,1.1,-0.05%,342684.0,3394628.0,689.67,0.36,-0.05%,769017.0,4251423.0,264.4,0.02,-0.01%,51883.0,2289347.0
2019.05.24,2045.31,14.28,-0.69%,471975.0,4458262.0,690.03,6.86,-0.98%,838307.0,4259795.0,264.42,1.96,-0.74%,65646.0,2869481.0
2019.05.23,2059.59,5.27,-0.26%,500234.0,4744879.0,696.89,10.04,-1.42%,888896.0,4574044.0,266.38,0.27,-0.10%,70855.0,3026133.0
2019.05.22,2064.86,3.61,+0.18%,500633.0,4520006.0,706.93,2.95,+0.42%,712109.0,4135458.0,266.65,0.53,+0.20%,60373.0,2651559.0
2019.05.21,2061.25,5.54,+0.27%,516057.0,5212908.0,703.98,1.9,+0.27%,773441.0,3887108.0,266.12,1.16,+0.44%,80155.0,3470439.0
2019.05.20,2055.71,0.09,-0.00%,622980.0,4625745.0,702.08,12.05,-1.69%,721909.0,3720997.0,264.96,0.61,+0.23%,60510.0,2715547.0
2019.05.17,2055.8,11.89,-0.58%,519449.0,4863783.0,714.13,3.46,-0.48%,771535.0,4527224.0,264.35,1.64,-0.62%,69588.0,2939752.0
2019.05.16,2067.69,25.09,-1.20%,733268.0,5960610.0,717.59,12.01,-1.65%,894432.0,4798457.0,265.99,3.65,-1.35%,75355.0,3472698.0
2019.05.15,2092.78,10.94,+0.53%,556549.0,4856173.0,729.6,19.44,+2.74%,843843.0,4868850.0,269.64,1.07,+0.40%,66747.0,3120210.0
2019.05.14,2081.84,2.83,+0.14%,688582.0,5780370.0,710.16,1.36,+0.19%,1056484.0,4985563.0,268.57,0.15,-0.06%,81360.0,3639701.0
2019.05.13,2079.01,29.03,-1.38%,494836.0,4523847.0,708.8,13.82,-1.91%,903528.0,4477090.0,268.72,3.34,-1.23%,66222.0,2941416.0
2019.05.10,2108.04,6.03,+0.29%,701729.0,6228329.0,722.62,1.6,-0.22%,891646.0,4120495.0,272.06,1.06,+0.39%,86776.0,3979738.0
2019.05.09,2102.01,66.0,-3.04%,729216.0,7926742.0,724.22,21.15,-2.84%,975824.0,4523829.0,271.0,9.15,-3.27%,119658.0,5304241.0
2019.05.08,2168.01,8.98,-0.41%,448442.0,5052696.0,745.37,8.08,-1.07%,909414.0,4188442.0,280.15,1.16,-0.41%,73568.0,3206745.0
2019.05.07,2176.99,19.33,-0.88%,472192.0,5330635.0,753.45,8.37,-1.10%,719084.0,3603765.0,281.31,2.36,-0.83%,96566.0,3633572.0
2019.05.03,2196.32,16.43,-0.74%,609795.0,5186042.0,761.82,1.44,+0.19%,685060.0,3691379.0,283.67,2.45,-0.86%,66466.0,3052321.0
2019.05.02,2212.75,9.16,+0.42%,358950.0,4924645.0,760.38,5.64,+0.75%,769127.0,4208722.0,286.12,1.2,+0.42%,83514.0,3481586.0
2019.04.30,2203.59,12.84,-0.58%,374761.0,5568343.0,754.74,4.14,+0.55%,653033.0,3698834.0,284.92,1.87,-0.65%,76574.0,3456090.0
2019.04.29,2216.43,37.12,+1.70%,373525.0,4885124.0,750.6,9.6,+1.30%,739010.0,3157332.0,286.79,5.45,+1.94%,65828.0,3103629.0
2019.04.26,2179.31,11.19,-0.51%,560739.0,5143993.0,741.0,9.43,-1.26%,848020.0,3721492.0,281.34,1.49,-0.53%,74326.0,3383093.0
2019.04.25,2190.5,10.53,-0.48%,427285.0,5413864.0,750.43,7.39,-0.98%,923509.0,4260150.0,282.83,0.87,-0.31%,72085.0,3461625.0
2019.04.24,2201.03,19.48,-0.88%,564866.0,6002015.0,757.82,3.6,-0.47%,875638.0,4389780.0,283.7,2.77,-0.97%,84732.0,3953607.0
2019.04.23,2220.51,3.86,+0.17%,470609.0,4786981.0,761.42,0.59,-0.08%,878844.0,4080079.0,286.47,0.6,+0.21%,66415.0,2759206.0
2019.04.22,2216.65,0.5,+0.02%,487911.0,4566179.0,762.01,0.56,-0.07%,681100.0,3631804.0,285.87,0.02,-0.01%,54388.0,2400126.0
2019.04.19,2216.15,2.38,+0.11%,517275.0,4847420.0,762.57,9.05,+1.20%,761169.0,3719574.0,285.89,0.07,+0.02%,62956.0,2691175.0
2019.04.18,2213.77,32.12,-1.43%,507550.0,5940105.0,753.52,13.37,-1.74%,892736.0,4736491.0,285.82,4.51,-1.55%,81994.0,3651512.0
2019.04.17,2245.89,2.74,-0.12%,445956.0,5425594.0,766.89,1.87,+0.24%,1050022.0,4837945.0,290.33,0.29,-0.10%,71138.0,3173760.0
2019.04.16,2248.63,5.75,+0.26%,561427.0,6894773.0,765.02,1.73,-0.23%,966706.0,4720663.0,290.62,1.24,+0.43%,94306.0,3428150.0
2019.04.15,2242.88,9.43,+0.42%,397924.0,6554649.0,766.75,1.1,-0.14%,941804.0,4691066.0,289.38,1.01,+0.35%,79811.0,3739473.0
2019.04.12,2233.45,9.01,+0.41%,436941.0,5870307.0,767.85,1.36,+0.18%,909026.0,4263809.0,288.37,0.95,+0.33%,67654.0,3199003.0
2019.04.11,2224.44,0.05,+0.00%,395009.0,5767600.0,766.49,6.34,+0.83%,749292.0,4274905.0,287.42,0.5,-0.17%,83104.0,3929600.0
2019.04.10,2224.39,10.83,+0.49%,390930.0,4895638.0,760.15,3.34,+0.44%,724996.0,4478706.0,287.92,1.21,+0.42%,72055.0,3325598.0
2019.04.09,2213.56,2.96,+0.13%,409577.0,4778338.0,756.81,4.89,+0.65%,825242.0,4617496.0,286.71,0.33,+0.12%,64495.0,3075257.0
2019.04.08,2210.6,0.99,+0.04%,335877.0,4558330.0,751.92,0.21,+0.03%,752870.0,4266185.0,286.38,0.3,-0.10%,63941.0,3045761.0
2019.04.05,2209.61,3.08,+0.14%,511707.0,4129338.0,751.71,0.13,+0.02%,777856.0,4215644.0,286.68,0.53,+0.19%,63798.0,2723078.0
2019.04.04,2206.53,3.26,+0.15%,425460.0,4729875.0,751.58,2.28,+0.30%,870297.0,4317853.0,286.15,0.5,+0.18%,71774.0,3490961.0
2019.04.03,2203.27,26.09,+1.20%,344289.0,5116975.0,749.3,9.73,+1.32%,797777.0,4174862.0,285.65,3.93,+1.40%,86724.0,3954146.0
2019.04.02,2177.18,8.9,+0.41%,250943.0,4097935.0,739.57,2.76,+0.37%,938088.0,4032623.0,281.72,1.4,+0.50%,69216.0,3090863.0
2019.04.01,2168.28,27.61,+1.29%,259056.0,4237852.0,736.81,7.5,+1.03%,694547.0,3545466.0,280.32,3.84,+1.39%,74689.0,3167361.0
2019.03.29,2140.67,12.57,+0.59%,357009.0,5040893.0,729.31,9.59,+1.33%,769641.0,4022237.0,276.48,1.4,+0.51%,78160.0,3619816.0
2019.03.28,2128.1,17.52,-0.82%,284332.0,4315448.0,719.72,8.73,-1.20%,681720.0,3823899.0,275.08,2.2,-0.79%,66042.0,2906687.0
2019.03.27,2145.62,3.18,-0.15%,358547.0,4431972.0,728.45,8.36,-1.13%,733477.0,4069380.0,277.28,0.32,-0.12%,67025.0,3055818.0
2019.03.26,2148.8,3.94,+0.18%,295608.0,4123405.0,736.81,9.6,+1.32%,647044.0,3846665.0,277.6,0.15,+0.05%,63997.0,2965261.0
2019.03.25,2144.86,42.09,-1.92%,302120.0,4048366.0,727.21,16.76,-2.25%,683316.0,4414113.0,277.45,5.68,-2.01%,75966.0,3025860.0
2019.03.22,2186.95,2.07,+0.09%,291431.0,4852197.0,743.97,0.45,+0.06%,722915.0,4422313.0,283.13,0.75,+0.27%,81481.0,3625135.0
2019.03.21,2184.88,7.78,+0.36%,337350.0,6153800.0,743.52,6.24,-0.83%,781463.0,4747762.0,282.38,2.46,+0.88%,96296.0,4803916.0
2019.03.20,2177.1,0.52,-0.02%,312810.0,4099673.0,749.76,0.85,+0.11%,866116.0,4763399.0,279.92,0.1,+0.04%,60422.0,2805194.0
2019.03.19,2177.62,1.87,-0.09%,314207.0,3807770.0,748.91,4.22,-0.56%,972391.0,4636581.0,279.82,0.11,-0.04%,54876.0,2573127.0
2019.03.18,2179.49,3.38,+0.16%,249163.0,3959857.0,753.13,4.77,+0.64%,694544.0,4276972.0,279.93,0.06,+0.02%,59848.0,2815006.0
2019.03.15,2176.11,20.43,+0.95%,373548.0,6297979.0,748.36,7.06,-0.93%,869506.0,5805964.0,279.87,3.23,+1.17%,114183.0,4775100.0
2019.03.14,2155.68,7.27,+0.34%,337193.0,5802023.0,755.42,0.53,+0.07%,632690.0,4344949.0,276.64,0.64,+0.23%,95096.0,4483933.0
2019.03.13,2148.41,8.77,-0.41%,279216.0,3978006.0,754.89,0.13,+0.02%,783994.0,4884150.0,276.0,1.73,-0.62%,60338.0,2752553.0
2019.03.12,2157.18,19.08,+0.89%,345710.0,4119381.0,754.76,15.67,+2.12%,779701.0,5070907.0,277.73,2.67,+0.97%,61975.0,2899256.0
2019.03.11,2138.1,0.66,+0.03%,260053.0,3866272.0,739.09,3.12,+0.42%,675724.0,3816845.0,275.06,0.22,+0.08%,61391.0,2816954.0
2019.03.08,2137.44,28.35,-1.31%,308815.0,4436517.0,735.97,0.86,-0.12%,860095.0,3526487.0,274.84,4.03,-1.45%,70894.0,3258854.0
2019.03.07,2165.79,9.81,-0.45%,287996.0,4763712.0,736.83,9.87,-1.32%,878214.0,4414590.0,278.87,0.98,-0.35%,77142.0,3572145.0
2019.03.06,2175.6,3.63,-0.17%,320126.0,4695755.0,746.7,1.25,-0.17%,833845.0,4259314.0,279.85,0.6,-0.21%,74009.0,3486115.0
2019.03.05,2179.23,11.43,-0.52%,308799.0,4909625.0,747.95,0.12,-0.02%,740269.0,4328487.0,280.45,2.06,-0.73%,77882.0,3661228.0
2019.03.04,2190.66,4.78,-0.22%,367747.0,6311416.0,748.07,16.82,+2.30%,696368.0,4125827.0,282.51,1.29,-0.45%,106024.0,4881742.0
2019.02.28,2195.44,39.35,-1.76%,489008.0,8053936.0,731.25,20.91,-2.78%,986094.0,5281011.0,283.8,4.96,-1.72%,125130.0,6012739.0
2019.02.27,2234.79,8.19,+0.37%,296431.0,4823190.0,752.16,5.07,+0.68%,908068.0,3931664.0,288.76,0.87,+0.30%,71611.0,3552276.0
2019.02.26,2226.6,5.96,-0.27%,327193.0,4921095.0,747.09,3.31,-0.44%,942161.0,3772777.0,287.89,1.11,-0.38%,80441.0,3573682.0
2019.02.25,2232.56,2.06,+0.09%,333063.0,4598631.0,750.4,7.02,+0.94%,723706.0,3640037.0,289.0,0.26,+0.09%,72200.0,3386703.0
2019.02.22,2230.5,1.84,+0.08%,401737.0,4540762.0,743.38,3.95,-0.53%,951671.0,3850313.0,288.74,0.33,+0.11%,68812.0,3038312.0
2019.02.21,2228.66,1.1,-0.05%,375779.0,5382025.0,747.33,3.36,-0.45%,928628.0,4194792.0,288.41,0.01,+0.00%,86798.0,3915114.0
2019.02.20,2229.76,24.13,+1.09%,369029.0,5842969.0,750.69,2.64,+0.35%,873547.0,4052267.0,288.4,3.49,+1.22%,87068.0,4294950.0
2019.02.19,2205.63,5.26,-0.24%,384228.0,4460124.0,748.05,2.72,+0.36%,782833.0,3975634.0,284.91,0.99,-0.35%,61745.0,3064526.0
2019.02.18,2210.89,14.8,+0.67%,309197.0,4564786.0,745.33,6.67,+0.90%,723593.0,3359242.0,285.9,1.92,+0.68%,71524.0,3341225.0
2019.02.15,2196.09,29.76,-1.34%,395651.0,4983570.0,738.66,3.61,-0.49%,726832.0,4032485.0,283.98,4.7,-1.63%,75910.0,3547240.0
2019.02.14,2225.85,24.37,+1.11%,561305.0,6281173.0,742.27,2.36,+0.32%,725632.0,3925965.0,288.68,3.71,+1.30%,111331.0,4743123.0
2019.02.13,2201.48,11.01,+0.50%,416940.0,5504338.0,739.91,9.33,+1.28%,787424.0,3889419.0,284.97,1.28,+0.45%,92553.0,3887508.0
2019.02.12,2190.47,9.74,+0.45%,423286.0,5753218.0,730.58,2.89,-0.39%,680767.0,3762143.0,283.69,1.59,+0.56%,90040.0,4162823.0
2019.02.11,2180.73,3.68,+0.17%,398632.0,5149761.0,733.47,4.73,+0.65%,695722.0,3771977.0,282.1,0.61,+0.22%,77813.0,3579370.0
2019.02.08,2177.05,26.37,-1.20%,386225.0,5633694.0,728.74,0.05,-0.01%,717007.0,3556007.0,281.49,4.16,-1.46%,87517.0,3927493.0
2019.02.07,2203.42,0.04,-0.00%,423145.0,6249732.0,728.79,11.87,+1.66%,702483.0,3656875.0,285.65,0.14,-0.05%,99720.0,4244171.0
2019.02.01,2203.46,1.39,-0.06%,471733.0,6740304.0,716.92,0.06,+0.01%,633240.0,3900510.0,285.79,0.1,-0.03%,112926.0,4725369.0
2019.01.31,2204.85,1.35,-0.06%,537459.0,7661131.0,716.86,1.56,+0.22%,675556.0,3722934.0,285.89,0.73,-0.25%,152219.0,5878068.0
2019.01.30,2206.2,22.84,+1.05%,469483.0,6776093.0,715.3,4.31,+0.61%,708388.0,3844782.0,286.62,3.62,+1.28%,133522.0,4871048.0
2019.01.29,2183.36,6.06,+0.28%,539639.0,6274123.0,710.99,3.27,-0.46%,691106.0,3862263.0,283.0,1.36,+0.48%,128736.0,4131855.0
2019.01.28,2177.3,0.43,-0.02%,366842.0,5990036.0,714.26,2.88,+0.40%,654517.0,3643132.0,281.64,0.03,-0.01%,95098.0,4326570.0
2019.01.25,2177.73,32.7,+1.52%,402960.0,6926796.0,711.38,6.97,+0.99%,622640.0,3758138.0,281.67,5.06,+1.83%,113677.0,4956287.0
2019.01.24,2145.03,17.25,+0.81%,407782.0,5942872.0,704.41,8.78,+1.26%,596611.0,3681574.0,276.61,2.74,+1.00%,131277.0,4069123.0
2019.01.23,2127.78,10.01,+0.47%,401771.0,5001027.0,695.63,1.08,+0.16%,671163.0,3864182.0,273.87,1.16,+0.43%,97236.0,3322558.0
2019.01.22,2117.77,6.84,-0.32%,414468.0,4836542.0,694.55,1.07,-0.15%,777798.0,3855372.0,272.71,1.29,-0.47%,68235.0,3164085.0
2019.01.21,2124.61,0.33,+0.02%,392704.0,5212676.0,695.62,0.72,-0.10%,780211.0,3922306.0,274.0,0.12,+0.04%,85362.0,3534271.0
2019.01.18,2124.28,17.22,+0.82%,449278.0,5171836.0,696.34,9.99,+1.46%,808780.0,4363949.0,273.88,2.0,+0.74%,76218.0,3340377.0
2019.01.17,2107.06,0.96,+0.05%,464810.0,5663724.0,686.35,7.03,-1.01%,852205.0,4533167.0,271.88,0.65,+0.24%,83503.0,3706728.0
2019.01.16,2106.1,8.92,+0.43%,492712.0,5273405.0,693.38,2.99,+0.43%,779317.0,3926656.0,271.23,1.3,+0.48%,98962.0,3363322.0
2019.01.15,2097.18,32.66,+1.58%,432915.0,5154295.0,690.39,7.3,+1.07%,627007.0,3452253.0,269.93,4.94,+1.86%,86364.0,3465478.0
2019.01.14,2064.52,11.05,-0.53%,427924.0,4875183.0,683.09,3.24,-0.47%,603888.0,3064008.0,264.99,2.14,-0.80%,73785.0,3280126.0
2019.01.11,2075.57,12.29,+0.60%,372532.0,4479731.0,686.33,2.99,+0.44%,691248.0,3517836.0,267.13,1.58,+0.59%,79320.0,3171361.0
2019.01.10,2063.28,1.43,-0.07%,375681.0,5270294.0,683.34,3.6,+0.53%,724188.0,3684258.0,265.55,0.05,-0.02%,97192.0,3866196.0
2019.01.09,2064.71,39.44,+1.95%,379519.0,5421755.0,679.74,11.25,+1.68%,612392.0,3146004.0,265.6,5.95,+2.29%,97119.0,4035211.0
2019.01.08,2025.27,11.83,-0.58%,390699.0,4722446.0,668.49,4.35,-0.65%,612934.0,3652336.0,259.65,1.92,-0.73%,85333.0,3281450.0
2019.01.07,2037.1,26.85,+1.34%,428010.0,5129877.0,672.84,8.35,+1.26%,577016.0,3165683.0,261.57,3.68,+1.43%,86497.0,3811578.0
2019.01.04,2010.25,16.55,+0.83%,403264.0,5401591.0,664.49,7.47,+1.14%,541934.0,3269178.0,257.89,2.12,+0.83%,89753.0,4106137.0
2019.01.03,1993.7,16.3,-0.81%,424198.0,5318912.0,657.02,12.35,-1.85%,647520.0,3579509.0,255.77,2.46,-0.95%,90087.0,3949024.0
2019.01.02,2010.0,31.04,-1.52%,321760.0,4235198.0,669.37,6.28,-0.93%,531705.0,3336182.0,258.23,3.75,-1.43%,69329.0,3144082.0
2018.12.28,2041.04,12.6,+0.62%,347842.0,4058850.0,675.65,7.77,+1.16%,567877.0,2991731.0,261.98,1.41,+0.54%,61779.0,2853557.0
2018.12.27,2028.44,0.43,+0.02%,390094.0,5281844.0,667.88,2.14,+0.32%,551951.0,3254836.0,260.57,0.41,-0.16%,83666.0,4055551.0
2018.12.26,2028.01,27.0,-1.31%,314188.0,5336856.0,665.74,4.05,-0.60%,676992.0,3760000.0,260.98,3.47,-1.31%,91380.0,4313726.0
2018.12.24,2055.01,6.48,-0.31%,280638.0,3791538.0,669.79,3.85,-0.57%,668788.0,3340832.0,264.45,0.61,-0.23%,61338.0,2893130.0
2018.12.21,2061.49,1.37,+0.07%,304921.0,5389566.0,673.64,5.51,+0.82%,610269.0,3207653.0,265.06,0.25,+0.09%,90979.0,4352664.0
2018.12.20,2060.12,18.72,-0.90%,412812.0,5320912.0,668.13,3.95,-0.59%,576558.0,3123085.0,264.81,2.5,-0.94%,78874.0,3894782.0
2018.12.19,2078.84,16.73,+0.81%,412554.0,5022718.0,672.08,12.41,+1.88%,761815.0,3510977.0,267.31,2.13,+0.80%,80551.0,3604905.0
2018.12.18,2062.11,8.98,-0.43%,423880.0,5147666.0,659.67,2.23,-0.34%,667559.0,3476935.0,265.18,1.15,-0.43%,89572.0,3767607.0
2018.12.17,2071.09,1.71,+0.08%,438220.0,4630980.0,661.9,4.44,-0.67%,541733.0,3341009.0,266.33,0.78,+0.29%,70381.0,3304529.0
2018.12.14,2069.38,26.17,-1.25%,439541.0,5583989.0,666.34,15.44,-2.26%,515093.0,3486197.0,265.55,3.86,-1.43%,96505.0,4309139.0
2018.12.13,2095.55,12.98,+0.62%,368200.0,7562750.0,681.78,5.3,+0.78%,541595.0,3289349.0,269.41,0.94,+0.35%,137338.0,6491622.0
