,종가_DJI@DJI,전일비_DJI@DJI,gvol_DJI@DJI,고가_DJI@DJI,저가_DJI@DJI,시가_DJI@DJI,rate_DJI@DJI,symb_DJI@DJI,종가_NII@NI225,전일비_NII@NI225,gvol_NII@NI225,고가_NII@NI225,저가_NII@NI225,시가_NII@NI225,rate_NII@NI225,symb_NII@NI225,종가_LNS@FTSE100,전일비_LNS@FTSE100,gvol_LNS@FTSE100,고가_LNS@FTSE100,저가_LNS@FTSE100,시가_LNS@FTSE100,rate_LNS@FTSE100,symb_LNS@FTSE100,종가_NAS@IXIC,전일비_NAS@IXIC,gvol_NAS@IXIC,고가_NAS@IXIC,저가_NAS@IXIC,시가_NAS@IXIC,rate_NAS@IXIC,symb_NAS@IXIC,종가_SHS@000001,전일비_SHS@000001,gvol_SHS@000001,고가_SHS@000001,저가_SHS@000001,시가_SHS@000001,rate_SHS@000001,symb_SHS@000001,종가_PAS@CAC40,전일비_PAS@CAC40,gvol_PAS@CAC40,고가_PAS@CAC40,저가_PAS@CAC40,시가_PAS@CAC40,rate_PAS@CAC40,symb_PAS@CAC40,종가_SPI@SPX,전일비_SPI@SPX,gvol_SPI@SPX,고가_SPI@SPX,저가_SPI@SPX,시가_SPI@SPX,rate_SPI@SPX,symb_SPI@SPX,종가_HSI@HSI,전일비_HSI@HSI,gvol_HSI@HSI,고가_HSI@HSI,저가_HSI@HSI,시가_HSI@HSI,rate_HSI@HSI,symb_HSI@HSI,종가_XTR@DAX30,전일비_XTR@DAX30,gvol_XTR@DAX30,고가_XTR@DAX30,저가_XTR@DAX30,시가_XTR@DAX30,rate_XTR@DAX30,symb_XTR@DAX30
20100222,10383.38,-18.97,158442402.0,10433.64,10368.95,10402.43,-0.18,DJI@DJI,10400.47,276.89,1151374600.0,10449.75,10298.15,10302.07,2.74,NII@NI225,5352.07,-6.1,0.0,5387.03,5348.15,5358.17,-0.11,LNS@FTSE100,2242.03,-1.84,181496286.0,2251.68,2235.65,2250.92,-0.08,NAS@IXIC,3003.4,-14.73,6850500000.0,3026.66,3002.81,3016.7,-0.48,SHS@000001,3756.7,-12.84,0.0,3781.98,3752.88,3780.68,-0.34,PAS@CAC40,1108.01,-1.16,3203612180.0,1112.29,1105.38,1110.0,-0.1,SPI@SPX,20377.27,483.25,1067658325.0,20427.09,20313.15,20407.84,2.43,HSI@HSI,5688.44,-33.61,0.0,5743.89,5683.61,5741.0,-0.58,XTR@DAX30
20100219,10402.35,9.45,241749645.0,10438.55,10339.17,10387.77,0.09,DJI@DJI,10123.58,-212.11,1294716800.0,10354.42,10123.58,10334.4,-2.05,NII@NI225,5358.17,33.08,0.0,5366.14,5281.41,5325.09,0.62,LNS@FTSE100,2243.87,2.16,207039147.0,2249.8,2228.93,2233.33,0.1,NAS@IXIC,,,,,,,,,3769.54,21.71,0.0,3772.67,3707.19,3711.86,0.57,PAS@CAC40,1109.17,2.42,3469366640.0,1112.42,1100.8,1105.49,0.22,SPI@SPX,19894.02,-528.13,1329484536.0,20261.49,19874.55,20261.49,-2.59,HSI@HSI,5722.05,41.64,0.0,5729.58,5626.57,5627.26,0.73,XTR@DAX30
20100218,10392.9,83.66,185314108.0,10406.58,10294.51,10309.39,0.81,DJI@DJI,10335.69,28.86,1117780000.0,10340.38,10285.05,10324.98,0.28,NII@NI225,5325.09,48.45,0.0,5326.42,5261.71,5276.64,0.91,LNS@FTSE100,2241.71,15.42,199180266.0,2243.5,2221.14,2223.22,0.69,NAS@IXIC,,,,,,,,,3747.83,22.62,0.0,3752.05,3711.31,3719.06,0.6,PAS@CAC40,1106.75,7.24,3185108330.0,1108.24,1097.48,1099.03,0.66,SPI@SPX,20422.15,-111.86,720614398.0,20569.61,20381.3,20534.77,-0.54,HSI@HSI,5680.41,32.07,0.0,5691.6,5626.08,5645.63,0.56,XTR@DAX30
20100217,10309.24,40.43,193265969.0,10320.13,10261.48,10261.48,0.39,DJI@DJI,10306.83,272.58,1271194800.0,10306.83,10150.24,10161.72,2.72,NII@NI225,5276.64,32.58,0.0,5304.54,5244.06,5244.06,0.62,LNS@FTSE100,2226.29,12.1,199766804.0,2226.32,2212.78,2222.87,0.55,NAS@IXIC,,,,,,,,,3725.21,56.17,0.0,3748.66,3700.19,3707.18,1.53,PAS@CAC40,1099.51,4.64,3602153280.0,1101.03,1094.72,1096.14,0.42,SPI@SPX,20534.01,265.32,1111742043.0,20684.22,20471.36,20657.86,1.31,HSI@HSI,5648.34,56.22,0.0,5682.36,5634.98,5640.17,1.0,XTR@DAX30
20100216,10268.81,169.67,234898146.0,10279.54,10100.81,10100.81,1.68,DJI@DJI,10034.25,20.95,869725300.0,10062.27,10019.43,10044.53,0.21,NII@NI225,5244.06,76.59,0.0,5248.08,5167.47,5167.47,1.48,LNS@FTSE100,2214.19,30.66,196067282.0,2214.19,2189.18,2200.38,1.4,NAS@IXIC,,,,,,,,,3669.04,59.82,0.0,3669.04,3602.31,3641.42,1.65,PAS@CAC40,1094.87,19.36,3410691550.0,1095.67,1079.13,1079.13,1.8,SPI@SPX,,,,,,,,,5592.12,81.02,0.0,5592.12,5498.07,5573.07,1.47,XTR@DAX30
20100212,10099.14,-45.05,296514677.0,10137.39,9983.82,10137.23,-0.44,DJI@DJI,10092.19,128.2,1359844900.0,10099.46,10014.5,10085.35,1.29,NII@NI225,5142.45,-19.03,0.0,5207.73,5117.38,5161.48,-0.36,LNS@FTSE100,2183.53,6.12,216171168.0,2184.57,2151.99,2157.69,0.28,NAS@IXIC,3018.13,32.63,5609200000.0,3018.86,2993.44,2996.09,1.09,SHS@000001,3599.07,-17.68,0.0,3661.04,3579.4,3647.27,-0.48,PAS@CAC40,1075.51,-2.96,3734513680.0,1077.81,1062.97,1075.94,-0.27,SPI@SPX,20268.69,-22.0,1193486603.0,20428.32,20212.55,20240.67,-0.11,HSI@HSI,5500.39,-3.54,0.0,5565.43,5460.05,5550.45,-0.06,XTR@DAX30
20100211,10144.19,105.81,194473567.0,10161.57,9976.71,10037.85,1.05,DJI@DJI,,,,,,,,,5161.48,29.49,0.0,5201.82,5114.53,5131.99,0.57,LNS@FTSE100,2177.41,29.54,205002531.0,2179.54,2134.14,2145.09,1.38,NAS@IXIC,2985.5,3.0,5664600000.0,3001.64,2976.08,2985.08,0.1,SHS@000001,3616.75,-18.86,0.0,3675.64,3581.86,3658.14,-0.51,PAS@CAC40,1078.47,10.34,3612893840.0,1080.04,1060.59,1067.1,0.97,SPI@SPX,20290.69,368.47,1338864069.0,20310.79,20095.53,20095.53,1.85,HSI@HSI,5503.93,-32.44,0.0,5580.77,5454.07,5562.83,-0.58,XTR@DAX30
20100210,10038.38,-20.26,178601047.0,10085.54,9962.96,10055.46,-0.2,DJI@DJI,9963.99,31.09,1270020200.0,10049.87,9963.99,10024.26,0.31,NII@NI225,5131.99,20.15,0.0,5181.21,5105.3,5111.84,0.39,LNS@FTSE100,2147.87,-3.0,197477872.0,2156.36,2131.08,2147.46,-0.14,NAS@IXIC,2982.5,33.66,5558800000.0,2983.18,2958.22,2967.14,1.14,SHS@000001,3635.61,22.85,0.0,3673.63,3617.72,3638.39,0.63,PAS@CAC40,1068.13,-2.39,3571852960.0,1073.67,1059.34,1069.68,-0.22,SPI@SPX,19922.22,131.94,1581352764.0,19976.66,19681.54,19914.84,0.67,HSI@HSI,5536.37,38.11,0.0,5592.27,5505.37,5533.71,0.69,XTR@DAX30
20100209,10058.64,150.25,236211628.0,10139.43,9910.06,9910.28,1.52,DJI@DJI,9932.9,-18.92,1349560600.0,9956.79,9867.39,9876.61,-0.19,NII@NI225,5111.84,19.51,0.0,5132.93,5084.75,5092.33,0.38,LNS@FTSE100,2150.87,24.82,215132905.0,2166.16,2132.58,2153.1,1.17,NAS@IXIC,2948.84,13.67,6228200000.0,2957.47,2929.21,2932.09,0.46,SHS@000001,3612.76,5.49,0.0,3633.59,3583.54,3598.66,0.15,PAS@CAC40,1070.52,13.78,4191675200.0,1079.28,1060.06,1060.06,1.3,SPI@SPX,19790.28,239.39,1495157332.0,19843.87,19461.2,19493.5,1.22,HSI@HSI,5498.26,13.41,0.0,5537.97,5461.51,5485.31,0.24,XTR@DAX30
20100208,9908.39,-103.84,216271160.0,10028.56,9904.09,10005.43,-1.04,DJI@DJI,9951.82,-105.27,1366595500.0,10063.53,9942.05,10007.47,-1.05,NII@NI225,5092.33,31.41,0.0,5118.12,5033.01,5060.92,0.62,LNS@FTSE100,2126.05,-15.07,199097912.0,2152.64,2125.11,2140.1,-0.7,NAS@IXIC,2935.17,-4.23,6330000000.0,2954.27,2922.19,2936.45,-0.14,SHS@000001,3607.27,43.51,0.0,3616.67,3545.91,3595.38,1.22,PAS@CAC40,1056.74,-9.45,3556297750.0,1071.2,1056.51,1065.51,-0.89,SPI@SPX,19550.89,-114.19,1750957198.0,19673.11,19423.05,19614.85,-0.58,HSI@HSI,5484.85,50.51,0.0,5505.06,5434.4,5476.47,0.92,XTR@DAX30
20100205,10012.23,10.05,308320075.0,10031.96,9835.09,10003.69,0.1,DJI@DJI,10057.09,-298.89,1717036100.0,10166.3,10036.33,10162.34,-2.89,NII@NI225,5060.92,-78.39,0.0,5139.31,5033.78,5139.31,-1.52,LNS@FTSE100,2141.12,15.69,275058862.0,2142.27,2100.17,2131.92,0.74,NAS@IXIC,2939.4,-55.91,9727500000.0,2959.23,2918.91,2936.2,-1.86,SHS@000001,3563.76,-125.49,0.0,3673.71,3563.76,3665.91,-3.4,PAS@CAC40,1066.19,3.08,5292555260.0,1067.13,1044.5,1064.12,0.29,SPI@SPX,19665.08,-676.56,2515439111.0,19822.93,19655.88,19706.24,-3.33,HSI@HSI,5434.34,-98.9,0.0,5527.0,5433.02,5515.69,-1.78,XTR@DAX30
20100204,10002.18,-268.37,304246435.0,10273.12,9998.03,10273.12,-2.61,DJI@DJI,10355.98,-48.35,1643469600.0,10438.41,10279.57,10434.52,-0.46,NII@NI225,5139.31,-113.84,0.0,5262.22,5123.86,5253.15,-2.16,LNS@FTSE100,2125.43,-65.48,273927457.0,2178.25,2125.43,2176.39,-2.99,NAS@IXIC,2995.31,-8.53,9991800000.0,3015.13,2968.68,2983.05,-0.28,SHS@000001,3689.25,-104.22,0.0,3806.21,3685.57,3792.42,-2.74,PAS@CAC40,1063.11,-34.17,5061171290.0,1097.25,1062.78,1097.25,-3.11,SPI@SPX,20341.64,-380.44,1607734116.0,20554.2,20316.33,20534.74,-1.84,HSI@HSI,5533.24,-138.85,0.0,5696.94,5522.57,5671.17,-2.44,XTR@DAX30
20100203,10270.55,-26.3,198939470.0,10307.2,10231.93,10291.73,-0.26,DJI@DJI,10404.33,33.24,1541651000.0,10436.52,10356.03,10428.12,0.32,NII@NI225,5253.15,-30.16,0.0,5305.41,5237.72,5283.31,-0.57,LNS@FTSE100,2190.91,0.85,227129102.0,2194.53,2176.75,2181.01,0.04,NAS@IXIC,3003.84,69.13,10102300000.0,3005.13,2890.02,2945.03,2.35,SHS@000001,3793.47,-18.66,0.0,3831.38,3784.32,3819.77,-0.48,PAS@CAC40,1097.28,-6.04,3782089770.0,1102.72,1093.97,1100.67,-0.55,SPI@SPX,20722.08,449.9,1922114914.0,20780.5,20315.31,20486.15,2.22,HSI@HSI,5672.09,-37.57,0.0,5733.71,5656.9,5715.16,-0.65,XTR@DAX30
20100202,10296.85,111.32,237139904.0,10314.84,10173.59,10186.13,1.09,DJI@DJI,10371.09,166.07,1420339100.0,10396.48,10287.74,10310.98,1.63,NII@NI225,5283.31,35.9,0.0,5289.05,5208.21,5247.41,0.68,LNS@FTSE100,2190.06,18.86,243108904.0,2193.66,2161.47,2171.66,0.87,NAS@IXIC,2934.71,-6.65,8248600000.0,2990.75,2930.56,2955.75,-0.22,SHS@000001,3812.13,50.12,0.0,3819.07,3737.72,3766.83,1.33,PAS@CAC40,1103.32,14.13,4094318840.0,1104.73,1087.96,1090.05,1.3,SPI@SPX,20272.18,28.43,1561642040.0,20533.96,20181.28,20432.96,0.14,HSI@HSI,5709.66,55.18,0.0,5723.2,5624.61,5664.25,0.97,XTR@DAX30
20100201,10185.53,118.2,198428938.0,10190.89,10068.91,10068.99,1.17,DJI@DJI,10205.02,6.98,1619375400.0,10224.83,10129.91,10212.36,0.07,NII@NI225,5247.41,58.89,0.0,5250.07,5163.57,5188.52,1.13,LNS@FTSE100,2171.2,23.85,214666044.0,2171.2,2152.26,2155.86,1.11,NAS@IXIC,2941.36,-47.93,8814700000.0,2981.37,2912.89,2981.37,-1.6,SHS@000001,3762.01,22.55,0.0,3774.36,3702.01,3713.17,0.6,PAS@CAC40,1089.19,15.32,3531872500.0,1089.38,1073.89,1073.89,1.43,SPI@SPX,20243.75,121.76,1701996938.0,20254.24,19845.93,19920.6,0.61,HSI@HSI,5654.48,45.69,0.0,5674.21,5567.72,5587.5,0.81,XTR@DAX30
20100129,10067.33,-53.13,316897446.0,10239.34,10043.75,10122.04,-0.52,DJI@DJI,10198.04,-216.25,1770925700.0,10324.37,10198.04,10308.05,-2.08,NII@NI225,5188.52,42.78,0.0,5230.16,5145.74,5145.74,0.83,LNS@FTSE100,2147.35,-31.65,309315359.0,2202.84,2140.34,2198.14,-1.45,NAS@IXIC,2989.29,-4.85,8047600000.0,3024.85,2968.45,2979.74,-0.16,SHS@000001,3739.46,50.67,0.0,3768.39,3696.0,3712.02,1.37,PAS@CAC40,1073.87,-10.66,5143418540.0,1096.44,1071.59,1087.61,-0.98,SPI@SPX,20121.99,-234.38,1783642284.0,20327.69,19916.34,20026.52,-1.15,HSI@HSI,5608.79,68.46,0.0,5657.87,5556.19,5566.03,1.23,XTR@DAX30
20100128,10120.46,-115.7,240051036.0,10258.83,10055.08,10236.92,-1.13,DJI@DJI,10414.29,162.21,1903414900.0,10462.7,10296.98,10309.73,1.58,NII@NI225,5145.74,-71.73,0.0,5280.36,5145.74,5217.47,-1.37,LNS@FTSE100,2179.0,-42.41,279637556.0,2220.87,2166.9,2220.1,-1.91,NAS@IXIC,2994.14,7.53,7336600000.0,3006.04,2963.89,2985.21,0.25,SHS@000001,3688.79,-71.01,0.0,3812.19,3688.79,3812.19,-1.88,PAS@CAC40,1084.53,-12.97,4931009120.0,1100.22,1078.46,1096.93,-1.18,SPI@SPX,20356.37,323.3,1880470897.0,20437.56,20170.15,20202.33,1.61,HSI@HSI,5540.33,-102.87,0.0,5718.81,5540.33,5687.1,-1.82,XTR@DAX30
20100127,10236.16,41.87,262171774.0,10255.06,10104.36,10194.29,0.41,DJI@DJI,10252.08,-73.2,1450423600.0,10373.82,10252.08,10344.07,-0.71,NII@NI225,5217.47,-59.38,0.0,5276.85,5192.58,5276.85,-1.12,LNS@FTSE100,2221.41,17.68,242097594.0,2225.67,2192.59,2200.3,0.8,NAS@IXIC,2986.61,-32.78,7655200000.0,3028.65,2972.63,3020.54,-1.08,SHS@000001,3759.8,-47.24,0.0,4028.34,3737.29,3769.66,-1.24,PAS@CAC40,1097.5,5.33,4581740490.0,1099.51,1083.11,1091.93,0.49,SPI@SPX,20033.07,-76.26,1818614761.0,20340.82,19923.55,20185.8,-0.38,HSI@HSI,5643.2,-25.73,0.0,5673.73,5589.01,5643.52,-0.45,XTR@DAX30
20100126,10194.29,-2.57,217297012.0,10285.13,10155.6,10195.35,-0.03,DJI@DJI,10325.28,-187.41,1824002000.0,10566.49,10324.98,10506.15,-1.78,NII@NI225,5276.85,16.54,0.0,5276.85,5215.73,5260.31,0.31,LNS@FTSE100,2203.73,-7.07,229207352.0,2227.89,2195.44,2203.4,-0.32,NAS@IXIC,3019.39,-75.02,9350700000.0,3107.2,3001.96,3094.85,-2.42,SHS@000001,3807.04,25.19,0.0,3807.48,3741.36,3793.63,0.66,PAS@CAC40,1092.17,-4.61,4171035750.0,1103.68,1089.86,1095.8,-0.42,SPI@SPX,20109.33,-489.22,2290631757.0,20560.11,20046.6,20560.11,-2.38,HSI@HSI,5668.93,37.56,0.0,5675.96,5574.46,5593.94,0.66,XTR@DAX30
20100125,10196.86,23.88,215331500.0,10256.87,10171.77,10175.1,0.23,DJI@DJI,10512.69,-77.86,1463532800.0,10557.64,10414.58,10478.31,-0.74,NII@NI225,5260.31,-42.68,0.0,5330.61,5252.92,5302.99,-0.8,LNS@FTSE100,2210.8,5.51,207130517.0,2223.22,2201.17,2220.29,0.25,NAS@IXIC,3094.41,-34.18,7836200000.0,3137.0,3092.93,3103.32,-1.09,SHS@000001,3781.85,-38.93,0.0,3833.44,3780.5,3793.63,-1.01,PAS@CAC40,1096.78,5.02,3838343950.0,1102.97,1092.4,1092.4,0.46,SPI@SPX,20598.55,-127.63,1915745072.0,20619.7,20422.67,20447.79,-0.62,HSI@HSI,5631.37,-63.95,0.0,5693.86,5624.58,5662.85,-1.12,XTR@DAX30
20100122,10172.98,-216.9,323660573.0,10389.58,10157.64,10389.58,-2.09,DJI@DJI,10590.55,-277.86,2275318300.0,10768.07,10528.33,10740.21,-2.56,NII@NI225,5302.99,-32.11,0.0,5345.6,5253.04,5335.1,-0.6,LNS@FTSE100,2205.29,-60.41,276359241.0,2262.27,2200.37,2255.87,-2.67,NAS@IXIC,3128.59,-30.27,13775900000.0,3147.83,3062.63,3118.72,-0.95,SHS@000001,3820.78,-41.38,0.0,3859.65,3786.29,3840.06,-1.07,PAS@CAC40,1091.76,-24.72,4271481860.0,1115.49,1090.18,1115.49,-2.21,SPI@SPX,20726.18,-136.49,3256411430.0,20738.99,20250.36,20527.2,-0.65,HSI@HSI,5695.32,-51.65,0.0,5740.87,5639.49,5735.68,-0.89,XTR@DAX30
20100121,10389.88,-213.27,304288874.0,10614.94,10374.69,10603.91,-2.01,DJI@DJI,10868.41,130.89,2108314400.0,10886.64,10649.84,10704.79,1.22,NII@NI225,5335.1,-85.7,0.0,5468.38,5331.56,5420.8,-1.58,LNS@FTSE100,2265.7,-25.55,285071547.0,2308.98,2259.82,2298.23,-1.12,NAS@IXIC,3158.86,7.01,11433700000.0,3176.15,3126.9,3154.19,0.22,SHS@000001,3862.16,-66.79,0.0,3966.2,3862.16,3955.78,-1.69,PAS@CAC40,1116.48,-21.56,4293396480.0,1141.58,1114.84,1138.68,-1.89,SPI@SPX,20862.67,-423.5,2471245098.0,21272.26,20828.24,21192.83,-1.99,HSI@HSI,5746.97,-104.56,0.0,5908.85,5742.45,5878.24,-1.78,XTR@DAX30
20100120,10603.15,-122.28,203272322.0,10719.92,10517.3,10719.69,-1.14,DJI@DJI,10737.52,-27.38,1939515500.0,10860.93,10724.57,10834.91,-0.25,NII@NI225,5420.8,-92.34,0.0,5513.14,5404.03,5513.14,-1.67,LNS@FTSE100,2291.25,-29.15,236532335.0,2304.47,2268.68,2304.31,-1.26,NAS@IXIC,3151.85,-95.02,15824300000.0,3255.13,3148.33,3252.04,-2.92,SHS@000001,3928.95,-80.72,0.0,4013.48,3915.96,3996.36,-2.01,PAS@CAC40,1138.04,-12.19,4042340350.0,1147.95,1129.25,1147.94,-1.06,SPI@SPX,21286.17,-391.81,2219262454.0,21561.56,21171.3,21543.25,-1.81,HSI@HSI,5851.53,-124.95,0.0,5972.77,5832.09,5963.71,-2.09,XTR@DAX30
20100119,10725.43,115.78,192151977.0,10729.89,10591.97,10608.37,1.09,DJI@DJI,10764.9,-90.18,1728820200.0,10866.83,10749.47,10866.83,-0.83,NII@NI225,5513.14,18.75,0.0,5531.93,5431.25,5494.39,0.34,LNS@FTSE100,2320.4,32.41,199076869.0,2320.4,2290.68,2291.02,1.42,NAS@IXIC,3246.87,9.77,12994400000.0,3268.81,3236.84,3242.22,0.3,SHS@000001,4009.67,32.21,0.0,4019.88,3930.91,3968.73,0.8,PAS@CAC40,1150.23,14.2,3970699780.0,1150.45,1135.77,1136.03,1.25,SPI@SPX,21677.98,217.97,1935374971.0,21681.69,21335.6,21481.11,1.02,HSI@HSI,5976.48,57.93,0.0,5988.8,5849.67,5905.33,0.97,XTR@DAX30
20100115,10609.65,-100.9,362926194.0,10709.94,10561.06,10706.99,-0.94,DJI@DJI,10982.1,74.42,2527385600.0,10982.1,10878.83,10917.41,0.68,NII@NI225,5455.37,-42.83,0.0,5527.02,5450.38,5498.2,-0.77,LNS@FTSE100,2287.99,-28.75,255581253.0,2322.54,2279.2,2316.98,-1.24,NAS@IXIC,3224.15,8.6,12054100000.0,3241.82,3197.22,3217.19,0.26,SHS@000001,3954.38,-61.39,0.0,4044.08,3949.9,4030.94,-1.52,PAS@CAC40,1136.03,-12.43,4283677180.0,1147.77,1131.39,1147.72,-1.08,SPI@SPX,21654.16,-62.79,2633379720.0,21788.85,21581.07,21715.09,-0.29,HSI@HSI,5875.97,-112.91,0.0,6025.36,5866.84,5996.56,-1.88,XTR@DAX30
20100114,10710.55,29.78,201316564.0,10723.77,10666.86,10680.16,0.28,DJI@DJI,10907.68,172.65,2666112700.0,10909.94,10774.25,10778.07,1.61,NII@NI225,5498.2,24.72,0.0,5521.9,5473.48,5473.48,0.45,LNS@FTSE100,2316.74,8.84,219409115.0,2322.56,2303.29,2303.44,0.38,NAS@IXIC,3215.55,42.89,13595500000.0,3219.02,3165.6,3183.38,1.35,SHS@000001,4015.77,14.91,0.0,4029.71,3993.5,4029.2,0.37,PAS@CAC40,1148.46,2.78,3370232580.0,1150.41,1143.8,1145.68,0.24,SPI@SPX,21716.95,-31.65,2356275364.0,21988.93,21707.1,21871.01,-0.15,HSI@HSI,5988.88,25.74,0.0,6009.91,5951.69,5999.08,0.43,XTR@DAX30
20100113,10680.77,53.51,202846260.0,10709.26,10614.49,10628.09,0.5,DJI@DJI,10735.03,-144.11,2499846600.0,10866.62,10729.86,10795.48,-1.32,NII@NI225,5473.48,-25.23,0.0,5509.67,5450.85,5498.71,-0.45,LNS@FTSE100,2307.9,25.59,226206155.0,2313.03,2274.12,2289.46,1.12,NAS@IXIC,3172.66,-101.31,15834400000.0,3232.82,3165.49,3204.98,-3.09,SHS@000001,4000.86,0.81,0.0,4007.86,3979.15,3979.94,0.02,PAS@CAC40,1145.68,9.46,3469132030.0,1148.4,1133.18,1137.31,0.83,SPI@SPX,21748.6,-578.04,3432598957.0,22012.04,21688.17,21990.68,-2.59,HSI@HSI,5963.14,20.14,0.0,5974.44,5925.24,5937.17,0.33,XTR@DAX30
20100112,10627.26,-36.73,219299782.0,10663.08,10568.84,10662.86,-0.34,DJI@DJI,10879.14,80.82,1924544600.0,10905.39,10763.68,10770.35,0.75,NII@NI225,5498.71,-39.36,0.0,5549.61,5459.94,5538.07,-0.71,LNS@FTSE100,2282.31,-30.1,232733709.0,2298.85,2272.7,2297.28,-1.3,NAS@IXIC,3273.97,61.22,14065500000.0,3275.2,3180.09,3205.7,1.9,SHS@000001,4000.05,-43.04,0.0,4049.48,3980.2,4044.19,-1.06,PAS@CAC40,1136.22,-10.76,3961409280.0,1143.81,1131.77,1143.81,-0.94,SPI@SPX,22326.64,-84.88,2235923082.0,22476.12,22192.98,22378.23,-0.38,HSI@HSI,5943.0,-97.5,0.0,6055.56,5924.72,6039.39,-1.61,XTR@DAX30
20100111,10663.99,45.8,182045111.0,10676.23,10591.59,10620.31,0.43,DJI@DJI,,,,,,,,,5538.07,3.83,0.0,5600.48,5527.89,5534.24,0.06,LNS@FTSE100,2312.41,-4.76,202391066.0,2326.28,2302.21,2324.73,-0.21,NAS@IXIC,3212.75,16.75,13632700000.0,3306.75,3197.33,3301.61,0.52,SHS@000001,4043.09,-2.05,0.0,4088.18,4039.33,4071.4,-0.05,PAS@CAC40,1146.98,2.0,3433370370.0,1149.74,1142.02,1145.96,0.17,SPI@SPX,22411.52,114.77,1813467088.0,22671.92,22373.96,22524.18,0.51,HSI@HSI,6040.5,2.89,0.0,6094.26,6031.14,6057.93,0.04,XTR@DAX30
20100108,10618.19,11.33,172712171.0,10619.4,10554.33,10606.4,0.11,DJI@DJI,10798.32,116.66,2091209300.0,10816.45,10677.56,10743.3,1.09,NII@NI225,5534.24,7.52,0.0,5549.25,5494.79,5526.72,0.13,LNS@FTSE100,2317.17,17.12,208458908.0,2317.6,2290.61,2292.24,0.74,NAS@IXIC,3196.0,3.22,9837700000.0,3198.92,3149.02,3177.26,0.1,SHS@000001,4045.14,20.34,0.0,4051.41,3993.33,4012.43,0.5,PAS@CAC40,1144.98,3.29,3687185660.0,1145.39,1136.22,1140.52,0.29,SPI@SPX,22296.75,27.3,1664178720.0,22443.22,22206.16,22282.75,0.12,HSI@HSI,6037.61,18.25,0.0,6053.04,5972.24,6028.62,0.3,XTR@DAX30
20100107,10606.86,33.18,217391185.0,10612.37,10505.21,10571.11,0.31,DJI@DJI,10681.66,-49.79,1824608300.0,10774.0,10636.67,10742.75,-0.46,NII@NI225,5526.72,-3.32,0.0,5551.66,5499.8,5530.04,-0.06,LNS@FTSE100,2300.05,-1.04,220209378.0,2301.3,2285.22,2298.08,-0.05,NAS@IXIC,3192.78,-61.44,12865300000.0,3268.82,3176.71,3253.99,-1.88,SHS@000001,4024.8,7.13,0.0,4032.24,3983.9,4004.16,0.18,PAS@CAC40,1141.69,4.55,4236852220.0,1142.46,1131.31,1136.27,0.4,SPI@SPX,22269.45,-147.22,1518365113.0,22548.03,22169.61,22548.03,-0.66,HSI@HSI,6019.36,-14.97,0.0,6037.57,5961.25,6016.8,-0.25,XTR@DAX30
20100106,10573.68,1.66,186042927.0,10594.99,10546.55,10564.72,0.02,DJI@DJI,10731.45,49.62,1815231800.0,10768.61,10661.17,10709.55,0.46,NII@NI225,5530.04,7.54,0.0,5536.48,5497.65,5522.5,0.13,LNS@FTSE100,2301.09,-7.62,230008951.0,2314.07,2295.68,2307.71,-0.33,NAS@IXIC,3254.22,-27.96,12365100000.0,3295.87,3253.04,3277.52,-0.85,SHS@000001,4017.67,4.76,0.0,4022.94,3996.8,4012.22,0.11,PAS@CAC40,1137.14,0.62,4022100480.0,1139.19,1133.94,1135.71,0.05,SPI@SPX,22416.67,137.09,2115728290.0,22514.79,22277.13,22357.46,0.62,HSI@HSI,6034.33,2.47,0.0,6047.57,5997.09,6032.39,0.04,XTR@DAX30
20100105,10572.02,-11.94,188542224.0,10584.56,10522.52,10584.56,-0.11,DJI@DJI,10681.83,27.04,1662044600.0,10791.04,10655.57,10719.44,0.25,NII@NI225,5522.5,22.16,0.0,5536.38,5480.71,5500.34,0.4,LNS@FTSE100,2308.71,0.29,230167470.0,2313.73,2295.62,2307.27,0.01,NAS@IXIC,3282.18,38.42,12611500000.0,3290.51,3221.46,3254.47,1.18,SHS@000001,4012.91,-1.06,0.0,4028.34,3993.33,4012.43,-0.02,PAS@CAC40,1136.52,3.53,4179173380.0,1136.63,1129.66,1132.66,0.31,SPI@SPX,22279.58,456.3,2001336012.0,22297.04,21987.27,22092.15,2.09,HSI@HSI,6031.86,-16.44,0.0,6058.02,6015.67,6043.94,-0.27,XTR@DAX30
20100104,10583.96,155.91,179781702.0,10604.97,10430.69,10430.69,1.5,DJI@DJI,10654.79,108.35,1043552600.0,10694.49,10608.14,10609.34,1.03,NII@NI225,5500.34,87.46,0.0,5500.34,5410.82,5412.88,1.61,LNS@FTSE100,2308.42,39.27,186658349.0,2311.15,2294.41,2294.41,1.73,NAS@IXIC,3243.76,-33.38,10944800000.0,3295.28,3243.32,3289.75,-1.01,SHS@000001,4013.97,77.64,0.0,4013.97,3950.61,3952.21,1.97,PAS@CAC40,1132.99,17.89,3212876540.0,1133.87,1116.56,1116.56,1.6,SPI@SPX,21823.28,-49.22,1014293835.0,22024.83,21689.22,21860.04,-0.23,HSI@HSI,6048.3,90.87,0.0,6048.3,5974.43,5975.52,1.52,XTR@DAX30
