날짜,종가_OIL_GSL,전일대비_OIL_GSL,등략율_OIL_GSL
2014.08.29,1829.85,1.36,-0.07%
2014.08.28,1831.0,1.54,-0.08%
2014.08.27,1832.26,1.46,-0.08%
2014.08.26,1833.53,1.8,-0.10%
2014.08.25,1835.12,1.0,-0.05%
2014.08.24,1836.0,0.63,-0.03%
2014.08.23,1836.42,1.39,-0.08%
2014.08.22,1837.57,1.64,-0.09%
2014.08.21,1839.02,1.4,-0.08%
2014.08.20,1840.14,1.36,-0.07%
2014.08.19,1841.27,1.21,-0.07%
2014.08.18,1842.24,0.86,-0.05%
2014.08.17,1843.03,0.38,-0.02%
2014.08.16,1843.32,0.59,-0.03%
2014.08.15,1843.86,0.69,-0.04%
2014.08.14,1844.43,0.8,-0.04%
2014.08.13,1845.24,1.34,-0.07%
2014.08.12,1846.12,1.02,-0.06%
2014.08.11,1846.79,1.28,-0.07%
2014.08.09,1847.59,0.48,-0.03%
2014.08.08,1848.08,0.73,-0.04%
2014.08.07,1848.73,0.77,-0.04%
2014.08.06,1849.32,0.96,-0.05%
2014.08.05,1850.12,0.71,-0.04%
2014.08.04,1850.72,0.39,-0.02%
2014.08.03,1851.08,0.18,-0.01%
2014.08.02,1851.19,0.49,-0.03%
2014.08.01,1851.55,1.25,-0.07%
2014.07.31,1852.66,0.46,-0.02%
2014.07.30,1853.0,0.53,-0.03%
2014.07.29,1853.4,0.59,-0.03%
2014.07.28,1853.86,0.28,-0.02%
2014.07.27,1854.06,0.22,-0.01%
2014.07.26,1854.23,0.33,-0.02%
2014.07.25,1854.47,0.45,-0.02%
2014.07.24,1854.85,0.28,-0.02%
2014.07.23,1855.07,0.4,-0.02%
2014.07.22,1855.36,0.38,-0.02%
2014.07.21,1855.65,0.17,-0.01%
2014.07.20,1855.84,0.02,-0.00%
2014.07.19,1855.83,0.25,-0.01%
2014.07.18,1856.08,0.22,-0.01%
2014.07.17,1856.23,0.43,-0.02%
2014.07.16,1856.66,0.34,-0.02%
2014.07.15,1856.97,0.39,-0.02%
2014.07.14,1857.36,0.32,-0.02%
2014.07.13,1857.59,0.24,-0.01%
2014.07.12,1857.76,0.26,-0.01%
2014.07.11,1858.01,0.29,-0.02%
2014.07.10,1858.26,0.24,-0.01%
2014.07.09,1858.42,0.25,-0.01%
2014.07.08,1858.64,0.47,-0.03%
2014.07.07,1859.09,0.18,-0.01%
2014.07.06,1859.18,0.17,-0.01%
2014.07.05,1859.28,0.08,-0.00%
2014.07.04,1859.36,0.07,+ 0.00%
2014.07.03,1859.22,0.05,-0.00%
2014.07.02,1859.22,0.01,+ 0.00%
2014.07.01,1859.13,0.1,-0.01%
2014.06.30,1859.16,0.06,-0.00%
2014.06.29,1859.18,0.07,-0.00%
2014.06.28,1859.16,0.09,-0.00%
2014.06.27,1859.17,0.08,-0.00%
2014.06.26,1859.27,0.02,+ 0.00%
2014.06.25,1859.19,0.1,-0.01%
2014.06.24,1859.25,0.3,+ 0.02%
2014.06.23,1858.89,0.01,-0.00%
2014.06.22,1858.89,0.11,-0.01%
2014.06.21,1858.96,0.15,-0.01%
2014.06.20,1859.06,0.22,-0.01%
2014.06.19,1859.2,0.42,-0.02%
2014.06.18,1859.54,0.31,-0.02%
2014.06.17,1859.81,0.31,-0.02%
2014.06.16,1860.0,0.45,-0.02%
2014.06.15,1860.41,0.22,-0.01%
2014.06.14,1860.54,0.5,-0.03%
2014.06.13,1860.94,0.72,-0.04%
2014.06.12,1861.65,0.69,-0.04%
2014.06.11,1862.21,0.83,-0.04%
2014.06.10,1862.91,0.91,-0.05%
2014.06.09,1863.64,0.36,-0.02%
2014.06.08,1864.0,0.21,-0.01%
2014.06.07,1864.11,0.16,-0.01%
2014.06.06,1864.23,0.49,-0.03%
2014.06.05,1864.6,0.34,-0.02%
2014.06.04,1864.84,0.29,-0.02%
2014.06.03,1865.09,0.12,-0.01%
2014.06.02,1865.09,0.5,-0.03%
2014.06.01,1865.48,0.38,-0.02%
2014.05.31,1865.81,0.22,-0.01%
2014.05.30,1866.0,0.22,-0.01%
2014.05.29,1866.16,0.26,-0.01%
2014.05.28,1866.33,0.38,-0.02%
2014.05.27,1866.66,0.25,-0.01%
2014.05.26,1866.78,0.39,-0.02%
2014.05.25,1867.11,0.26,-0.01%
2014.05.24,1867.27,0.41,-0.02%
2014.05.23,1867.62,0.28,-0.01%
2014.05.22,1867.81,0.31,-0.02%
2014.05.21,1868.07,0.32,-0.02%
2014.05.20,1868.29,0.28,-0.01%
2014.05.19,1868.4,0.34,-0.02%
2014.05.18,1868.73,0.14,-0.01%
2014.05.17,1868.84,0.46,-0.02%
2014.05.16,1869.14,0.53,-0.03%
2014.05.15,1869.55,0.63,-0.03%
2014.05.14,1870.07,0.57,-0.03%
2014.05.13,1870.54,0.64,-0.03%
2014.05.12,1871.04,0.36,-0.02%
2014.05.11,1871.15,0.33,-0.02%
2014.05.10,1871.25,0.52,-0.03%
2014.05.09,1871.48,0.62,-0.03%
2014.05.08,1871.84,0.6,-0.03%
2014.05.07,1872.07,0.71,-0.04%
2014.05.06,1872.54,0.07,-0.00%
2014.05.05,1872.39,0.11,-0.01%
2014.05.04,1872.34,0.13,-0.01%
2014.05.03,1872.28,0.23,-0.01%
2014.05.02,1872.31,0.32,-0.02%
2014.05.01,1872.41,0.64,-0.03%
2014.04.30,1872.81,0.36,-0.02%
2014.04.29,1873.01,0.28,-0.01%
2014.04.28,1873.07,0.31,-0.02%
2014.04.27,1873.22,0.37,-0.02%
2014.04.26,1873.39,0.33,-0.02%
2014.04.25,1873.54,0.5,-0.03%
2014.04.24,1873.81,0.54,-0.03%
2014.04.23,1874.08,0.66,-0.04%
2014.04.22,1874.41,0.59,-0.03%
2014.04.21,1874.8,0.38,-0.02%
2014.04.20,1874.98,0.26,-0.01%
2014.04.19,1875.04,0.42,-0.02%
2014.04.18,1875.16,0.65,-0.03%
2014.04.17,1875.56,0.44,-0.02%
2014.04.16,1875.76,0.32,-0.02%
2014.04.15,1875.86,0.43,-0.02%
2014.04.14,1876.2,0.2,-0.01%
2014.04.13,1876.45,0.11,-0.01%
2014.04.12,1876.51,0.23,-0.01%
2014.04.11,1876.7,0.49,-0.03%
2014.04.10,1877.2,0.27,-0.01%
2014.04.09,1877.47,0.24,-0.01%
2014.04.08,1877.69,0.3,-0.02%
2014.04.07,1878.0,0.08,-0.00%
2014.04.06,1878.11,0.05,-0.00%
2014.04.05,1878.14,0.16,-0.01%
2014.04.04,1878.3,0.13,-0.01%
2014.04.03,1878.41,0.01,-0.00%
2014.04.02,1878.36,0.3,-0.02%
2014.04.01,1878.6,0.34,-0.02%
2014.03.31,1878.93,0.09,-0.00%
2014.03.30,1878.98,0.15,-0.01%
2014.03.29,1879.05,0.29,-0.02%
2014.03.28,1879.28,0.23,-0.01%
2014.03.27,1879.42,0.37,-0.02%
2014.03.26,1879.71,0.31,-0.02%
2014.03.25,1879.97,0.36,-0.02%
2014.03.24,1880.23,0.23,-0.01%
2014.03.23,1880.47,0.13,-0.01%
2014.03.22,1880.53,0.27,-0.01%
2014.03.21,1880.73,0.54,-0.03%
2014.03.20,1881.19,0.28,-0.01%
2014.03.19,1881.42,0.24,-0.01%
2014.03.18,1881.63,0.17,-0.01%
2014.03.17,1881.69,0.08,-0.00%
2014.03.16,1881.75,0.05,-0.00%
2014.03.15,1881.74,0.13,-0.01%
2014.03.14,1881.84,0.26,-0.01%
2014.03.13,1882.08,0.04,+ 0.00%
2014.03.12,1881.99,0.09,+ 0.00%
2014.03.11,1881.86,0.03,+ 0.00%
2014.03.10,1881.85,0.17,+ 0.01%
2014.03.09,1881.66,0.02,-0.00%
2014.03.08,1881.71,0.14,+ 0.01%
2014.03.07,1881.61,0.41,+ 0.02%
2014.03.06,1881.22,0.19,+ 0.01%
2014.03.05,1881.04,0.15,+ 0.01%
2014.03.04,1880.87,0.28,+ 0.01%
2014.03.03,1880.58,0.06,+ 0.00%
2014.03.02,1880.54,0.02,+ 0.00%
2014.03.01,1880.48,0.05,+ 0.00%
2014.02.28,1880.45,0.04,-0.00%
2014.02.27,1880.4,0.15,-0.01%
2014.02.26,1880.45,0.05,-0.00%
2014.02.25,1880.46,0.17,+ 0.01%
2014.02.24,1880.21,0.02,-0.00%
2014.02.23,1880.19,0.1,-0.01%
2014.02.22,1880.2,0.12,-0.01%
2014.02.21,1880.25,0.21,-0.01%
2014.02.20,1880.34,0.09,-0.00%
2014.02.19,1880.4,0.09,-0.00%
2014.02.18,1880.39,0.8,+ 0.04%
2014.02.17,1879.46,0.16,-0.01%
2014.02.16,1879.6,0.21,-0.01%
2014.02.15,1879.75,0.14,-0.01%
2014.02.14,1879.81,0.27,-0.01%
2014.02.13,1880.03,0.15,-0.01%
2014.02.12,1880.12,0.25,-0.01%
2014.02.11,1880.29,0.56,-0.03%
2014.02.10,1880.72,0.28,-0.01%
2014.02.09,1880.95,0.18,-0.01%
2014.02.08,1881.05,0.43,-0.02%
2014.02.07,1881.35,0.45,-0.02%
2014.02.06,1881.72,0.22,-0.01%
2014.02.05,1881.83,0.39,-0.02%
2014.02.04,1882.13,0.12,-0.01%
2014.02.03,1882.11,0.52,-0.03%
2014.02.02,1882.56,0.28,-0.01%
2014.02.01,1882.77,0.12,-0.01%
2014.01.31,1882.86,0.03,+ 0.00%
2014.01.30,1882.78,0.29,-0.02%
2014.01.29,1882.94,0.27,-0.01%
2014.01.28,1883.16,0.33,-0.02%
2014.01.27,1883.35,0.2,-0.01%
2014.01.26,1883.57,0.16,-0.01%
2014.01.25,1883.63,0.39,-0.02%
2014.01.24,1883.95,0.59,-0.03%
2014.01.23,1884.43,0.48,-0.03%
2014.01.22,1884.91,0.33,-0.02%
2014.01.21,1885.11,0.43,-0.02%
2014.01.20,1885.44,0.39,-0.02%
2014.01.19,1885.82,0.24,-0.01%
2014.01.18,1885.96,0.43,-0.02%
2014.01.17,1886.39,0.49,-0.03%
2014.01.16,1886.74,0.49,-0.03%
2014.01.15,1887.18,0.46,-0.02%
2014.01.14,1887.55,0.72,-0.04%
2014.01.13,1888.19,0.2,-0.01%
2014.01.12,1888.36,0.15,-0.01%
2014.01.11,1888.43,0.23,-0.01%
2014.01.10,1888.57,0.56,-0.03%
2014.01.09,1888.85,0.31,-0.02%
2014.01.08,1888.89,0.26,-0.01%
2014.01.07,1888.92,0.22,-0.01%
2014.01.06,1888.93,0.18,-0.01%
2014.01.05,1888.83,0.15,-0.01%
2014.01.04,1888.74,0.23,+ 0.01%
2014.01.03,1888.27,0.71,+ 0.04%
2014.01.02,1887.41,0.04,+ 0.00%
2014.01.01,1887.18,0.2,+ 0.01%
2013.12.31,1886.91,1.85,+ 0.10%
2013.12.30,1884.86,0.03,+ 0.00%
2013.12.29,1884.65,0.01,+ 0.00%
2013.12.28,1884.45,0.15,+ 0.01%
2013.12.27,1884.13,0.04,+ 0.00%
2013.12.26,1883.91,0.16,+ 0.01%
2013.12.25,1883.55,0.02,-0.00%
2013.12.24,1883.39,0.05,+ 0.00%
2013.12.23,1883.11,0.15,-0.01%
2013.12.22,1883.05,0.05,-0.00%
2013.12.21,1882.89,0.08,+ 0.00%
2013.12.20,1882.59,0.39,+ 0.02%
2013.12.19,1882.0,0.02,-0.00%
2013.12.18,1881.76,0.14,-0.01%
2013.12.17,1881.71,0.06,-0.00%
2013.12.16,1881.52,0.01,-0.00%
2013.12.15,1881.36,0.02,-0.00%
2013.12.14,1881.18,0.29,+ 0.02%
2013.12.13,1880.71,0.03,-0.00%
2013.12.12,1880.48,0.15,+ 0.01%
2013.12.11,1880.14,0.29,+ 0.02%
2013.12.10,1879.68,0.67,+ 0.04%
2013.12.09,1878.93,0.23,+ 0.01%
2013.12.08,1878.51,0.12,+ 0.01%
2013.12.07,1878.24,0.49,+ 0.03%
2013.12.06,1877.65,0.22,+ 0.01%
2013.12.05,1877.28,0.29,+ 0.02%
2013.12.04,1876.87,0.28,+ 0.01%
2013.12.03,1876.34,0.86,+ 0.05%
2013.12.02,1875.26,0.33,-0.02%
2013.12.01,1875.4,0.25,-0.01%
2013.11.30,1875.51,0.11,-0.01%
2013.11.29,1875.44,0.27,-0.01%
2013.11.28,1875.49,0.38,-0.02%
2013.11.27,1875.66,0.58,-0.03%
2013.11.26,1876.06,0.4,-0.02%
2013.11.25,1876.19,0.46,-0.02%
2013.11.24,1876.46,0.28,-0.01%
2013.11.23,1876.54,0.19,-0.01%
2013.11.22,1876.48,0.56,-0.03%
2013.11.21,1876.78,0.45,-0.02%
2013.11.20,1877.09,0.22,-0.01%
2013.11.19,1877.08,0.06,+ 0.00%
2013.11.18,1876.78,0.63,-0.03%
2013.11.17,1877.22,0.44,-0.02%
2013.11.16,1877.4,0.55,-0.03%
2013.11.15,1877.69,1.01,-0.05%
2013.11.14,1878.36,1.0,-0.05%
2013.11.13,1879.05,1.26,-0.07%
2013.11.12,1879.97,1.42,-0.08%
2013.11.11,1881.0,0.95,-0.05%
2013.11.10,1881.65,0.59,-0.03%
2013.11.09,1881.92,1.07,-0.06%
2013.11.08,1882.61,1.38,-0.07%
2013.11.07,1883.72,1.45,-0.08%
2013.11.06,1884.87,1.26,-0.07%
2013.11.05,1885.88,1.27,-0.07%
2013.11.04,1886.91,1.1,-0.06%
2013.11.03,1887.81,0.62,-0.03%
2013.11.02,1888.18,1.26,-0.07%
2013.11.01,1889.14,2.41,-0.13%
2013.10.31,1891.28,1.13,-0.06%
2013.10.30,1892.2,1.4,-0.07%
2013.10.29,1893.26,1.63,-0.09%
2013.10.28,1894.59,0.83,-0.04%
2013.10.27,1895.26,0.52,-0.03%
2013.10.26,1895.55,1.1,-0.06%
2013.10.25,1896.39,1.2,-0.06%
2013.10.24,1897.28,1.29,-0.07%
2013.10.23,1898.31,0.92,-0.05%
2013.10.22,1899.01,0.8,-0.04%
2013.10.21,1899.58,0.67,-0.04%
2013.10.20,1900.05,0.45,-0.02%
2013.10.19,1900.26,0.66,-0.03%
2013.10.18,1900.69,1.01,-0.05%
2013.10.17,1901.5,0.77,-0.04%
2013.10.16,1902.06,0.27,-0.01%
2013.10.15,1902.14,1.02,-0.05%
2013.10.14,1902.89,0.85,-0.04%
2013.10.13,1903.54,0.62,-0.03%
2013.10.12,1903.91,1.24,-0.07%
2013.10.11,1904.86,1.69,-0.09%
2013.10.10,1906.2,1.35,-0.07%
2013.10.09,1907.3,1.49,-0.08%
2013.10.08,1908.43,2.03,-0.11%
2013.10.07,1910.06,1.4,-0.07%
2013.10.06,1911.24,0.92,-0.05%
2013.10.05,1911.91,1.79,-0.09%
2013.10.04,1913.4,1.47,-0.08%
2013.10.03,1914.6,2.0,-0.10%
2013.10.02,1916.14,2.5,-0.13%
2013.10.01,1918.16,3.37,-0.18%
2013.09.30,1921.16,1.36,-0.07%
2013.09.29,1922.27,0.94,-0.05%
2013.09.28,1922.85,1.8,-0.09%
2013.09.27,1924.21,2.25,-0.12%
2013.09.26,1926.02,2.42,-0.13%
2013.09.25,1928.03,2.32,-0.12%
2013.09.24,1929.99,1.89,-0.10%
2013.09.23,1931.54,1.23,-0.06%
2013.09.22,1932.46,0.51,-0.03%
2013.09.21,1932.71,0.65,-0.03%
2013.09.20,1933.13,0.28,-0.01%
2013.09.19,1933.21,0.45,-0.02%
2013.09.18,1933.38,1.03,-0.05%
2013.09.17,1934.0,1.69,-0.09%
2013.09.16,1935.41,0.69,-0.04%
2013.09.15,1935.84,0.66,-0.03%
2013.09.14,1936.22,0.94,-0.05%
2013.09.13,1936.79,1.34,-0.07%
2013.09.12,1937.8,0.95,-0.05%
2013.09.11,1938.44,0.73,-0.04%
2013.09.10,1938.9,0.72,-0.04%
2013.09.09,1939.35,0.61,-0.03%
2013.09.08,1939.71,0.41,-0.02%
2013.09.07,1939.94,0.55,-0.03%
2013.09.06,1940.22,0.87,-0.04%
2013.09.05,1941.05,0.38,-0.02%
2013.09.04,1941.15,0.51,-0.03%
2013.09.03,1941.36,0.02,-0.00%
2013.09.02,1941.05,0.8,-0.04%
2013.09.01,1941.61,0.5,-0.03%
2013.08.31,1941.88,0.51,-0.03%
2013.08.30,1942.07,0.8,-0.04%
2013.08.29,1942.55,1.04,-0.05%
2013.08.28,1943.24,1.09,-0.06%
2013.08.27,1943.96,0.96,-0.05%
2013.08.26,1944.56,0.86,-0.04%
2013.08.25,1945.16,0.46,-0.02%
2013.08.24,1945.31,1.06,-0.05%
2013.08.23,1946.02,0.83,-0.04%
2013.08.22,1946.52,0.82,-0.04%
2013.08.21,1947.06,0.47,-0.02%
2013.08.20,1947.26,0.52,-0.03%
2013.08.19,1947.53,0.51,-0.03%
2013.08.18,1947.78,0.41,-0.02%
2013.08.17,1947.87,0.48,-0.02%
2013.08.16,1948.1,0.55,-0.03%
2013.08.15,1948.36,0.54,-0.03%
2013.08.14,1948.63,0.44,-0.02%
2013.08.13,1948.8,0.53,-0.03%
2013.08.12,1949.03,0.35,-0.02%
2013.08.11,1949.18,0.26,-0.01%
2013.08.10,1949.21,0.4,-0.02%
2013.08.09,1949.27,0.78,-0.04%
2013.08.08,1949.8,0.43,-0.02%
2013.08.07,1949.94,0.42,-0.02%
2013.08.06,1950.07,0.43,-0.02%
2013.08.05,1950.28,0.34,-0.02%
2013.08.04,1950.39,0.21,-0.01%
2013.08.03,1950.35,0.09,-0.00%
2013.08.02,1950.22,0.18,-0.01%
2013.08.01,1950.15,0.05,-0.00%
2013.07.31,1949.93,0.37,-0.02%
2013.07.30,1950.0,0.25,-0.01%
2013.07.29,1950.07,0.15,+ 0.01%
2013.07.28,1949.72,0.01,-0.00%
2013.07.27,1949.51,0.65,+ 0.03%
2013.07.26,1948.73,0.59,+ 0.03%
2013.07.25,1948.05,0.79,+ 0.04%
2013.07.24,1947.12,1.05,+ 0.05%
2013.07.23,1946.03,1.59,+ 0.08%
2013.07.22,1944.48,1.63,+ 0.08%
2013.07.21,1942.73,0.88,+ 0.05%
2013.07.20,1941.89,2.08,+ 0.11%
2013.07.19,1940.04,2.34,+ 0.12%
2013.07.18,1937.96,2.48,+ 0.13%
2013.07.17,1935.77,3.41,+ 0.18%
2013.07.16,1932.68,3.58,+ 0.19%
2013.07.15,1929.36,1.35,+ 0.07%
2013.07.14,1928.1,0.99,+ 0.05%
2013.07.13,1927.27,1.88,+ 0.10%
2013.07.12,1925.69,1.61,+ 0.08%
2013.07.11,1924.26,1.51,+ 0.08%
2013.07.10,1922.96,1.47,+ 0.08%
2013.07.09,1921.67,1.72,+ 0.09%
2013.07.08,1920.15,0.84,+ 0.04%
2013.07.07,1919.36,0.67,+ 0.03%
2013.07.06,1918.87,1.35,+ 0.07%
2013.07.05,1917.66,1.3,+ 0.07%
2013.07.04,1916.58,1.14,+ 0.06%
2013.07.03,1915.53,0.89,+ 0.05%
2013.07.02,1914.73,1.39,+ 0.07%
2013.07.01,1913.44,1.0,+ 0.05%
2013.06.30,1912.5,0.36,+ 0.02%
2013.06.29,1912.18,0.89,+ 0.05%
2013.06.28,1911.44,0.87,+ 0.05%
2013.06.27,1910.67,0.96,+ 0.05%
2013.06.26,1909.85,1.31,+ 0.07%
2013.06.25,1908.66,1.61,+ 0.08%
2013.06.24,1907.2,0.76,+ 0.04%
2013.06.23,1906.51,0.5,+ 0.03%
2013.06.22,1906.13,0.99,+ 0.05%
2013.06.21,1905.29,1.17,+ 0.06%
2013.06.20,1904.25,1.13,+ 0.06%
2013.06.19,1903.29,1.68,+ 0.09%
2013.06.18,1901.8,1.52,+ 0.08%
2013.06.17,1900.39,0.46,+ 0.02%
2013.06.16,1899.97,0.22,+ 0.01%
2013.06.15,1899.84,0.55,+ 0.03%
2013.06.14,1899.45,0.51,+ 0.03%
2013.06.13,1899.02,0.56,+ 0.03%
2013.06.12,1898.52,0.42,+ 0.02%
2013.06.11,1898.17,0.61,+ 0.03%
2013.06.10,1897.63,0.21,+ 0.01%
2013.06.09,1897.49,0.07,+ 0.00%
2013.06.08,1897.36,0.24,+ 0.01%
2013.06.07,1897.16,0.08,+ 0.00%
2013.06.06,1897.08,0.24,+ 0.01%
2013.06.05,1896.89,0.42,+ 0.02%
2013.06.04,1896.55,0.33,+ 0.02%
2013.06.03,1896.25,0.11,-0.01%
2013.06.02,1896.42,0.06,-0.00%
2013.06.01,1896.52,0.13,+ 0.01%
2013.05.31,1896.42,0.08,-0.00%
2013.05.30,1896.51,0.03,+ 0.00%
2013.05.29,1896.52,0.11,-0.01%
2013.05.28,1896.62,0.14,+ 0.01%
2013.05.27,1896.51,0.02,+ 0.00%
2013.05.26,1896.52,0.05,-0.00%
2013.05.25,1896.57,0.23,-0.01%
2013.05.24,1896.82,0.19,-0.01%
2013.05.23,1897.08,0.63,+ 0.03%
2013.05.22,1896.59,0.47,+ 0.02%
2013.05.21,1896.2,0.05,+ 0.00%
2013.05.20,1896.13,0.15,-0.01%
2013.05.19,1896.33,0.05,-0.00%
2013.05.18,1896.43,0.05,+ 0.00%
2013.05.17,1896.47,0.47,-0.02%
2013.05.16,1896.98,0.56,-0.03%
2013.05.15,1897.53,0.49,-0.03%
2013.05.14,1898.01,0.78,-0.04%
2013.05.13,1898.77,0.72,-0.04%
2013.05.12,1899.5,0.44,-0.02%
2013.05.11,1899.87,0.96,-0.05%
2013.05.10,1900.71,0.97,-0.05%
2013.05.09,1901.67,1.24,-0.07%
2013.05.08,1902.81,1.31,-0.07%
2013.05.07,1904.0,1.8,-0.09%
2013.05.06,1905.67,0.98,-0.05%
2013.05.05,1906.67,0.83,-0.04%
2013.05.04,1907.41,1.57,-0.08%
2013.05.03,1908.79,1.79,-0.09%
2013.05.02,1910.35,2.16,-0.11%
2013.05.01,1912.29,3.37,-0.18%
2013.04.30,1915.53,2.28,-0.12%
2013.04.29,1917.68,1.73,-0.09%
2013.04.28,1919.28,1.29,-0.07%
2013.04.27,1920.38,2.74,-0.14%
2013.04.26,1922.74,3.85,-0.20%
2013.04.25,1926.17,4.56,-0.24%
2013.04.24,1930.18,4.56,-0.24%
2013.04.23,1934.36,4.82,-0.25%
2013.04.22,1938.8,2.6,-0.13%
2013.04.21,1941.25,1.37,-0.07%
2013.04.20,1942.42,3.19,-0.16%
2013.04.19,1945.16,4.1,-0.21%
2013.04.18,1948.87,3.57,-0.18%
2013.04.17,1952.11,3.48,-0.18%
2013.04.16,1955.18,3.05,-0.16%
2013.04.15,1958.05,1.11,-0.06%
2013.04.14,1959.12,0.42,-0.02%
2013.04.13,1959.4,1.01,-0.05%
2013.04.12,1960.27,1.07,-0.05%
2013.04.11,1961.2,1.32,-0.07%
2013.04.10,1962.37,1.16,-0.06%
2013.04.09,1963.37,1.71,-0.09%
2013.04.08,1964.95,0.94,-0.05%
2013.04.07,1965.84,0.4,-0.02%
2013.04.06,1966.16,1.01,-0.05%
2013.04.05,1967.02,1.26,-0.06%
2013.04.04,1968.1,1.45,-0.07%
2013.04.03,1969.27,1.44,-0.07%
2013.04.02,1970.56,0.85,-0.04%
2013.04.01,1971.17,1.73,-0.09%
2013.03.31,1972.8,0.57,-0.03%
2013.03.30,1973.31,1.11,-0.06%
2013.03.29,1974.3,1.36,-0.07%
2013.03.28,1975.45,1.49,-0.08%
2013.03.27,1976.76,1.53,-0.08%
2013.03.26,1978.09,1.55,-0.08%
2013.03.25,1979.49,1.06,-0.05%
2013.03.24,1980.46,0.55,-0.03%
2013.03.23,1980.9,1.01,-0.05%
2013.03.22,1981.77,1.27,-0.06%
2013.03.21,1982.84,1.5,-0.08%
2013.03.20,1984.13,1.42,-0.07%
2013.03.19,1985.37,1.61,-0.08%
2013.03.18,1986.81,0.99,-0.05%
2013.03.17,1987.73,0.64,-0.03%
2013.03.16,1988.24,1.2,-0.06%
2013.03.15,1989.23,1.84,-0.09%
2013.03.14,1990.88,1.01,-0.05%
2013.03.13,1991.72,0.95,-0.05%
2013.03.12,1992.48,0.73,-0.04%
2013.03.11,1993.17,0.18,-0.01%
2013.03.10,1993.32,0.12,-0.01%
2013.03.09,1993.41,0.03,-0.00%
2013.03.08,1993.55,0.49,-0.02%
2013.03.07,1994.0,0.13,-0.01%
2013.03.06,1994.1,0.14,+ 0.01%
2013.03.05,1993.93,0.06,+ 0.00%
2013.03.04,1993.93,0.76,+ 0.04%
2013.03.03,1993.16,0.31,+ 0.02%
2013.03.02,1992.89,1.16,+ 0.06%
2013.03.01,1991.47,0.52,+ 0.03%
2013.02.28,1991.17,1.13,+ 0.06%
2013.02.27,1990.07,1.24,+ 0.06%
2013.02.26,1989.03,2.53,+ 0.13%
2013.02.25,1986.66,1.26,+ 0.06%
2013.02.24,1985.03,1.77,+ 0.09%
2013.02.23,1983.54,3.65,+ 0.18%
2013.02.22,1980.36,4.24,+ 0.21%
2013.02.21,1976.72,4.38,+ 0.22%
2013.02.20,1972.82,5.22,+ 0.27%
2013.02.19,1968.29,5.58,+ 0.28%
2013.02.18,1963.3,3.65,+ 0.19%
2013.02.17,1959.92,2.5,+ 0.13%
2013.02.16,1957.9,5.82,+ 0.30%
2013.02.15,1953.03,6.25,+ 0.32%
2013.02.14,1947.5,4.72,+ 0.24%
2013.02.13,1943.24,3.96,+ 0.20%
2013.02.12,1939.64,2.84,+ 0.15%
2013.02.11,1937.0,1.41,+ 0.07%
2013.02.10,1935.79,1.76,+ 0.09%
2013.02.09,1934.44,4.79,+ 0.25%
2013.02.08,1930.49,4.64,+ 0.24%
2013.02.07,1926.23,2.16,+ 0.11%
2013.02.06,1924.34,1.53,+ 0.08%
2013.02.05,1923.04,2.45,+ 0.13%
2013.02.04,1920.64,0.3,+ 0.02%
2013.02.03,1920.39,0.12,+ 0.01%
2013.02.02,1920.26,0.2,+ 0.01%
2013.02.01,1920.09,0.01,-0.00%
2013.01.31,1920.09,0.15,-0.01%
2013.01.30,1920.27,0.02,-0.00%
2013.01.29,1920.32,0.02,+ 0.00%
2013.01.28,1920.22,0.28,-0.01%
2013.01.27,1920.54,0.14,-0.01%
2013.01.26,1920.7,0.26,-0.01%
2013.01.25,1920.89,0.57,-0.03%
2013.01.24,1921.47,0.47,-0.02%
2013.01.23,1921.9,0.73,-0.04%
2013.01.22,1922.5,0.8,-0.04%
2013.01.21,1923.21,0.38,-0.02%
2013.01.20,1923.58,0.2,-0.01%
2013.01.19,1923.74,0.17,-0.01%
2013.01.18,1923.89,0.73,-0.04%
2013.01.17,1924.61,0.35,-0.02%
2013.01.16,1924.93,0.42,-0.02%
2013.01.15,1925.3,0.48,-0.02%
2013.01.14,1925.75,0.23,-0.01%
2013.01.13,1926.02,0.09,-0.00%
2013.01.12,1926.18,0.24,-0.01%
2013.01.11,1926.43,0.25,-0.01%
2013.01.10,1926.71,0.46,-0.02%
2013.01.09,1927.11,0.42,-0.02%
2013.01.08,1927.43,0.04,+ 0.00%
2013.01.07,1927.52,0.39,-0.02%
2013.01.06,1927.93,0.3,-0.02%
2013.01.05,1928.2,0.54,-0.03%
2013.01.04,1928.65,0.11,-0.01%
2013.01.03,1928.69,0.43,-0.02%
2013.01.02,1929.01,0.68,-0.04%
2013.01.01,1929.65,0.52,-0.03%
2012.12.31,1930.01,0.47,-0.02%
2012.12.30,1930.44,0.28,-0.01%
2012.12.29,1930.69,0.34,-0.02%
2012.12.28,1930.99,0.59,-0.03%
2012.12.27,1931.46,0.09,-0.00%
2012.12.26,1931.5,0.26,-0.01%
2012.12.25,1931.77,0.45,-0.02%
2012.12.24,1932.18,0.59,-0.03%
2012.12.23,1932.74,0.24,-0.01%
2012.12.22,1932.95,0.26,-0.01%
2012.12.21,1933.37,0.41,-0.02%
2012.12.20,1933.75,0.66,-0.03%
2012.12.19,1934.34,0.65,-0.03%
2012.12.18,1934.94,1.18,-0.06%
2012.12.17,1936.19,0.27,-0.01%
2012.12.16,1936.48,0.39,-0.02%
