날짜,종가_OIL_GSL,전일대비_OIL_GSL,등략율_OIL_GSL
2018.01.08,1547.49,0.36,+ 0.02%
2018.01.07,1547.13,0.24,+ 0.02%
2018.01.06,1546.89,0.53,+ 0.03%
2018.01.05,1546.36,0.79,+ 0.05%
2018.01.04,1545.57,0.29,+ 0.02%
2018.01.03,1545.28,0.35,+ 0.02%
2018.01.02,1544.84,0.22,+ 0.01%
2018.01.01,1544.62,0.51,+ 0.03%
2017.12.31,1544.11,0.12,+ 0.01%
2017.12.30,1543.99,0.25,+ 0.02%
2017.12.29,1543.74,0.22,+ 0.01%
2017.12.28,1543.52,0.28,+ 0.02%
2017.12.27,1543.24,0.25,+ 0.02%
2017.12.26,1542.99,0.12,+ 0.01%
2017.12.25,1542.87,0.1,+ 0.01%
2017.12.24,1542.77,0.19,+ 0.01%
2017.12.23,1542.58,0.28,+ 0.02%
2017.12.22,1542.3,0.31,+ 0.02%
2017.12.21,1541.99,0.23,+ 0.01%
2017.12.20,1541.76,0.21,+ 0.01%
2017.12.19,1541.55,0.43,+ 0.03%
2017.12.18,1541.12,0.27,+ 0.02%
2017.12.17,1540.85,0.19,+ 0.01%
2017.12.16,1540.45,0.07,+ 0.00%
2017.12.15,1540.38,0.41,+ 0.03%
2017.12.14,1539.97,0.5,+ 0.03%
2017.12.13,1539.47,0.19,+ 0.01%
2017.12.12,1539.28,0.42,+ 0.03%
2017.12.11,1538.86,0.31,+ 0.02%
2017.12.10,1538.55,0.19,+ 0.01%
2017.12.09,1538.36,0.23,+ 0.01%
2017.12.08,1538.13,0.28,+ 0.02%
2017.12.07,1537.85,0.5,+ 0.03%
2017.12.06,1537.35,0.52,+ 0.03%
2017.12.05,1536.83,0.28,+ 0.02%
2017.12.04,1536.55,0.47,+ 0.03%
2017.12.03,1536.08,0.42,+ 0.03%
2017.12.02,1535.66,0.74,+ 0.05%
2017.12.01,1534.92,1.16,+ 0.08%
2017.11.30,1533.76,0.65,+ 0.04%
2017.11.29,1533.11,0.91,+ 0.06%
2017.11.28,1532.2,0.93,+ 0.06%
2017.11.27,1531.27,0.86,+ 0.06%
2017.11.26,1530.41,0.42,+ 0.03%
2017.11.25,1529.99,0.87,+ 0.06%
2017.11.24,1529.12,0.84,+ 0.05%
2017.11.23,1528.28,0.68,+ 0.04%
2017.11.22,1527.6,0.72,+ 0.05%
2017.11.21,1526.88,0.91,+ 0.06%
2017.11.20,1525.97,0.77,+ 0.05%
2017.11.19,1525.2,0.56,+ 0.04%
2017.11.18,1524.64,0.92,+ 0.06%
2017.11.17,1523.72,0.91,+ 0.06%
2017.11.16,1522.81,0.95,+ 0.06%
2017.11.15,1521.86,1.12,+ 0.07%
2017.11.14,1520.74,2.09,+ 0.14%
2017.11.13,1518.65,1.09,+ 0.07%
2017.11.12,1517.56,0.8,+ 0.05%
2017.11.11,1516.76,1.19,+ 0.08%
2017.11.10,1515.57,1.14,+ 0.08%
2017.11.09,1514.43,1.09,+ 0.07%
2017.11.08,1513.34,1.28,+ 0.08%
2017.11.07,1512.06,1.58,+ 0.10%
2017.11.06,1510.48,0.42,+ 0.03%
2017.11.05,1510.06,0.24,+ 0.02%
2017.11.04,1509.82,0.47,+ 0.03%
2017.11.03,1509.35,0.4,+ 0.03%
2017.11.02,1508.95,0.33,+ 0.02%
2017.11.01,1508.62,0.91,+ 0.06%
2017.10.31,1507.71,0.21,+ 0.01%
2017.10.30,1507.5,0.26,+ 0.02%
2017.10.29,1507.24,0.12,+ 0.01%
2017.10.28,1507.12,0.12,+ 0.01%
2017.10.27,1507.0,0.12,+ 0.01%
2017.10.26,1506.88,0.14,+ 0.01%
2017.10.25,1506.74,0.13,+ 0.01%
2017.10.24,1506.61,0.17,+ 0.01%
2017.10.23,1506.44,0.12,+ 0.01%
2017.10.22,1506.32,0.14,+ 0.01%
2017.10.21,1506.18,0.18,+ 0.01%
2017.10.20,1506.0,0.21,+ 0.01%
2017.10.19,1505.79,0.26,+ 0.02%
2017.10.18,1505.53,0.07,+ 0.00%
2017.10.17,1505.46,0.33,+ 0.02%
2017.10.16,1505.13,0.4,+ 0.03%
2017.10.15,1504.73,0.25,+ 0.02%
2017.10.14,1504.48,0.34,+ 0.02%
2017.10.13,1504.14,0.39,+ 0.03%
2017.10.12,1503.75,0.36,+ 0.02%
2017.10.11,1503.39,0.39,+ 0.03%
2017.10.10,1503.0,0.21,+ 0.01%
2017.10.09,1502.79,0.27,+ 0.02%
2017.10.08,1502.52,0.15,+ 0.01%
2017.10.07,1502.37,0.23,+ 0.02%
2017.10.06,1502.14,0.41,+ 0.03%
2017.10.05,1501.73,0.44,+ 0.03%
2017.10.04,1501.29,0.43,+ 0.03%
2017.10.03,1500.86,1.12,+ 0.07%
2017.10.02,1499.74,1.13,+ 0.08%
2017.10.01,1498.61,1.57,+ 0.10%
2017.09.30,1497.04,1.55,+ 0.10%
2017.09.29,1495.46,1.58,+ 0.11%
2017.09.28,1493.88,1.27,+ 0.09%
2017.09.27,1492.61,1.02,+ 0.07%
2017.09.26,1491.59,1.07,+ 0.07%
2017.09.25,1490.52,0.83,+ 0.06%
2017.09.24,1489.69,0.54,+ 0.04%
2017.09.23,1489.15,0.91,+ 0.06%
2017.09.22,1488.24,0.99,+ 0.07%
2017.09.21,1487.25,1.14,+ 0.08%
2017.09.20,1486.11,0.94,+ 0.06%
2017.09.19,1485.17,1.4,+ 0.09%
2017.09.18,1483.77,1.24,+ 0.08%
2017.09.17,1482.53,0.88,+ 0.06%
2017.09.16,1481.65,1.61,+ 0.11%
2017.09.15,1480.04,1.52,+ 0.10%
2017.09.14,1478.52,1.51,+ 0.10%
2017.09.13,1477.0,1.68,+ 0.11%
2017.09.12,1475.32,2.38,+ 0.16%
2017.09.11,1472.94,1.31,+ 0.09%
2017.09.10,1471.63,0.89,+ 0.06%
2017.09.09,1470.74,1.39,+ 0.09%
2017.09.08,1469.35,1.37,+ 0.09%
2017.09.07,1467.98,0.99,+ 0.07%
2017.09.06,1466.99,0.71,+ 0.05%
2017.09.05,1466.28,0.93,+ 0.06%
2017.09.04,1465.35,0.62,+ 0.04%
2017.09.03,1464.73,0.39,+ 0.03%
2017.09.02,1464.34,0.58,+ 0.04%
2017.09.01,1463.76,1.15,+ 0.08%
2017.08.31,1462.61,0.31,+ 0.02%
2017.08.30,1462.3,0.7,+ 0.05%
2017.08.29,1461.69,1.03,+ 0.07%
2017.08.28,1460.66,0.57,+ 0.04%
2017.08.27,1460.09,0.43,+ 0.03%
2017.08.26,1459.66,0.85,+ 0.06%
2017.08.25,1458.81,0.44,+ 0.03%
2017.08.24,1458.37,0.56,+ 0.04%
2017.08.23,1457.81,0.54,+ 0.04%
2017.08.22,1457.11,0.49,+ 0.03%
2017.08.21,1456.62,0.63,+ 0.04%
2017.08.20,1455.99,0.39,+ 0.03%
2017.08.19,1455.6,0.59,+ 0.04%
2017.08.18,1455.01,0.73,+ 0.05%
2017.08.17,1454.28,1.02,+ 0.07%
2017.08.16,1453.26,0.64,+ 0.04%
2017.08.15,1452.62,1.81,+ 0.12%
2017.08.14,1450.81,0.72,+ 0.05%
2017.08.13,1450.09,0.56,+ 0.04%
2017.08.12,1449.53,1.05,+ 0.07%
2017.08.11,1448.48,0.93,+ 0.06%
2017.08.10,1447.55,1.49,+ 0.10%
2017.08.09,1446.27,1.49,+ 0.10%
2017.08.08,1444.89,2.12,+ 0.15%
2017.08.07,1442.78,0.89,+ 0.06%
2017.08.06,1441.88,0.38,+ 0.03%
2017.08.05,1441.52,0.54,+ 0.04%
2017.08.04,1441.02,0.71,+ 0.05%
2017.08.03,1440.39,0.57,+ 0.04%
2017.08.02,1439.82,0.39,+ 0.03%
2017.08.01,1439.47,0.6,+ 0.04%
2017.07.31,1438.83,0.35,+ 0.02%
2017.07.30,1438.47,0.16,+ 0.01%
2017.07.29,1438.28,0.08,+ 0.01%
2017.07.28,1438.18,0.16,+ 0.01%
2017.07.27,1438.0,0.15,+ 0.01%
2017.07.26,1437.83,0.13,+ 0.01%
2017.07.25,1437.72,0.13,+ 0.01%
2017.07.24,1437.59,0.01,+ 0.00%
2017.07.23,1437.53,0.11,-0.01%
2017.07.22,1437.58,0.1,-0.01%
2017.07.21,1437.63,0.15,-0.01%
2017.07.20,1437.7,0.05,-0.00%
2017.07.19,1437.71,0.18,-0.01%
2017.07.18,1437.83,0.17,-0.01%
2017.07.17,1437.98,0.01,+ 0.00%
2017.07.16,1437.94,0.02,-0.00%
2017.07.15,1437.92,0.13,-0.01%
2017.07.14,1437.96,0.26,-0.02%
2017.07.13,1438.13,0.29,-0.02%
2017.07.12,1438.35,0.41,-0.03%
2017.07.11,1438.67,0.46,+ 0.03%
2017.07.10,1438.16,0.17,-0.01%
2017.07.09,1438.28,0.23,-0.02%
2017.07.08,1438.41,0.52,-0.04%
2017.07.07,1438.75,0.49,-0.03%
2017.07.06,1439.24,0.43,-0.03%
2017.07.05,1439.6,0.81,-0.06%
2017.07.04,1440.23,0.93,-0.06%
2017.07.03,1440.89,0.91,-0.06%
2017.07.02,1441.73,0.64,-0.04%
2017.07.01,1442.22,1.88,-0.13%
2017.06.30,1443.95,1.03,-0.07%
2017.06.29,1444.82,1.41,-0.10%
2017.06.28,1445.98,1.58,-0.11%
2017.06.27,1447.36,1.88,-0.13%
2017.06.26,1448.96,1.18,-0.08%
2017.06.25,1450.09,0.67,-0.05%
2017.06.24,1450.64,1.39,-0.10%
2017.06.23,1451.84,1.77,-0.12%
2017.06.22,1453.43,1.88,-0.13%
2017.06.21,1455.05,2.1,-0.14%
2017.06.20,1456.93,1.85,-0.13%
2017.06.19,1458.5,1.19,-0.08%
2017.06.18,1459.63,0.65,-0.04%
2017.06.17,1460.15,1.6,-0.11%
2017.06.16,1461.43,1.86,-0.13%
2017.06.15,1463.08,1.63,-0.11%
2017.06.14,1464.56,1.51,-0.10%
2017.06.13,1465.88,1.73,-0.12%
2017.06.12,1467.37,1.0,-0.07%
2017.06.11,1468.31,0.56,-0.04%
2017.06.10,1468.71,1.32,-0.09%
2017.06.09,1469.78,1.35,-0.09%
2017.06.08,1470.98,1.07,-0.07%
2017.06.07,1471.93,0.67,-0.05%
2017.06.06,1472.55,0.75,-0.05%
2017.06.05,1473.14,0.57,-0.04%
2017.06.04,1473.67,0.19,-0.01%
2017.06.03,1473.81,0.7,-0.05%
2017.06.02,1474.38,0.86,-0.06%
2017.06.01,1475.14,1.05,-0.07%
2017.05.31,1476.06,0.47,-0.03%
2017.05.30,1476.45,0.37,-0.03%
2017.05.29,1476.71,0.29,-0.02%
2017.05.28,1476.98,0.17,-0.01%
2017.05.27,1477.12,0.43,-0.03%
2017.05.26,1477.48,0.27,-0.02%
2017.05.25,1477.68,0.43,-0.03%
2017.05.24,1478.0,0.36,-0.02%
2017.05.23,1478.3,0.3,-0.02%
2017.05.22,1478.56,0.21,-0.01%
2017.05.21,1478.77,0.14,-0.01%
2017.05.20,1478.88,0.55,-0.04%
2017.05.19,1479.3,0.58,-0.04%
2017.05.18,1479.76,0.53,-0.04%
2017.05.17,1480.24,0.51,-0.03%
2017.05.16,1480.67,0.68,-0.05%
2017.05.15,1481.23,0.44,-0.03%
2017.05.14,1481.64,0.3,-0.02%
2017.05.13,1481.87,0.63,-0.04%
2017.05.12,1482.37,0.89,-0.06%
2017.05.11,1483.15,0.79,-0.05%
2017.05.10,1483.79,0.55,-0.04%
2017.05.09,1484.26,0.87,-0.06%
2017.05.08,1485.06,0.23,-0.02%
2017.05.07,1485.25,0.07,-0.00%
2017.05.06,1485.32,0.18,-0.01%
2017.05.05,1485.45,0.31,-0.02%
2017.05.04,1485.7,0.08,-0.01%
2017.05.03,1485.75,0.37,-0.02%
2017.05.02,1486.04,0.51,-0.03%
2017.05.01,1486.51,0.16,-0.01%
2017.04.30,1486.62,0.14,-0.01%
2017.04.29,1486.74,0.35,-0.02%
2017.04.28,1486.96,0.34,-0.02%
2017.04.27,1487.21,0.14,-0.01%
2017.04.26,1487.35,0.19,-0.01%
2017.04.25,1487.51,0.27,-0.02%
2017.04.24,1487.75,0.05,+ 0.00%
2017.04.23,1487.72,0.01,-0.00%
2017.04.22,1487.72,0.18,-0.01%
2017.04.21,1487.83,0.08,-0.01%
2017.04.20,1487.9,0.04,+ 0.00%
2017.04.19,1487.8,0.2,+ 0.01%
2017.04.18,1487.57,0.68,+ 0.05%
2017.04.17,1486.87,0.07,+ 0.00%
2017.04.16,1486.77,0.01,-0.00%
2017.04.15,1486.77,0.04,+ 0.00%
2017.04.14,1486.69,0.0,0.00%
2017.04.13,1486.65,0.05,-0.00%
2017.04.12,1486.7,0.06,+ 0.00%
2017.04.11,1486.63,0.33,+ 0.02%
2017.04.10,1486.24,0.15,-0.01%
2017.04.09,1486.37,0.14,-0.01%
2017.04.08,1486.48,0.46,-0.03%
2017.04.07,1486.79,0.72,-0.05%
2017.04.06,1487.37,0.69,-0.05%
2017.04.05,1487.95,0.92,-0.06%
2017.04.04,1488.77,1.05,-0.07%
2017.04.03,1489.61,0.87,-0.06%
2017.04.02,1490.45,0.51,-0.03%
2017.04.01,1490.84,1.96,-0.13%
2017.03.31,1492.59,1.04,-0.07%
2017.03.30,1493.46,1.31,-0.09%
2017.03.29,1494.58,1.65,-0.11%
2017.03.28,1495.93,1.89,-0.13%
2017.03.27,1497.59,1.07,-0.07%
2017.03.26,1498.6,0.5,-0.03%
2017.03.25,1499.1,1.17,-0.08%
2017.03.24,1500.0,1.53,-0.10%
2017.03.23,1501.32,1.53,-0.10%
2017.03.22,1502.65,1.52,-0.10%
2017.03.21,1504.02,1.71,-0.11%
2017.03.20,1505.55,0.94,-0.06%
2017.03.19,1506.45,0.44,-0.03%
2017.03.18,1506.75,1.06,-0.07%
2017.03.17,1507.57,1.18,-0.08%
2017.03.16,1508.59,1.11,-0.07%
2017.03.15,1509.46,1.02,-0.07%
2017.03.14,1510.37,0.85,-0.06%
2017.03.13,1511.13,0.41,-0.03%
2017.03.12,1511.49,0.17,-0.01%
2017.03.11,1511.63,0.54,-0.04%
2017.03.10,1512.06,0.7,-0.05%
2017.03.09,1512.66,0.54,-0.04%
2017.03.08,1513.14,0.45,-0.03%
2017.03.07,1513.55,0.54,-0.04%
2017.03.06,1514.05,0.23,-0.02%
2017.03.05,1514.27,0.17,-0.01%
2017.03.04,1514.43,0.32,-0.02%
2017.03.03,1514.7,0.21,-0.01%
2017.03.02,1514.97,0.17,-0.01%
2017.03.01,1515.14,0.25,-0.02%
2017.02.28,1515.37,0.21,-0.01%
2017.02.27,1515.58,0.01,-0.00%
2017.02.26,1515.58,0.17,-0.01%
2017.02.25,1515.71,0.4,-0.03%
2017.02.24,1516.05,0.24,-0.02%
2017.02.23,1516.28,0.12,-0.01%
2017.02.22,1516.4,0.14,-0.01%
2017.02.21,1516.53,0.02,-0.00%
2017.02.19,1516.54,0.01,-0.00%
2017.02.18,1516.56,0.13,-0.01%
2017.02.17,1516.66,0.13,-0.01%
2017.02.16,1516.73,0.06,-0.00%
2017.02.15,1516.79,0.15,-0.01%
2017.02.14,1516.92,0.1,-0.01%
2017.02.13,1517.0,0.01,-0.00%
2017.02.12,1517.01,0.04,-0.00%
2017.02.11,1517.07,0.02,-0.00%
2017.02.10,1517.07,0.13,-0.01%
2017.02.09,1517.12,0.19,-0.01%
2017.02.08,1517.33,0.04,+ 0.00%
2017.02.07,1517.29,0.11,+ 0.01%
2017.02.06,1517.17,0.18,+ 0.01%
2017.02.05,1517.0,0.01,+ 0.00%
2017.02.04,1517.0,0.05,+ 0.00%
2017.02.03,1516.9,0.03,+ 0.00%
2017.02.02,1516.86,0.16,+ 0.01%
2017.02.01,1516.73,0.23,+ 0.02%
2017.01.31,1516.51,0.25,+ 0.02%
2017.01.30,1516.31,0.16,+ 0.01%
2017.01.29,1516.15,0.1,+ 0.01%
2017.01.28,1516.04,0.19,+ 0.01%
2017.01.27,1515.9,0.5,+ 0.03%
2017.01.26,1515.45,0.68,+ 0.04%
2017.01.25,1514.86,0.43,+ 0.03%
2017.01.24,1514.5,0.47,+ 0.03%
2017.01.23,1514.12,0.47,+ 0.03%
2017.01.22,1513.65,0.24,+ 0.02%
2017.01.21,1513.42,0.36,+ 0.02%
2017.01.20,1513.1,0.39,+ 0.03%
2017.01.19,1512.71,0.41,+ 0.03%
2017.01.18,1512.35,0.66,+ 0.04%
2017.01.17,1511.75,0.7,+ 0.05%
2017.01.16,1511.13,0.84,+ 0.06%
2017.01.15,1510.32,0.47,+ 0.03%
2017.01.14,1509.91,0.9,+ 0.06%
2017.01.13,1509.14,0.94,+ 0.06%
2017.01.12,1508.28,1.12,+ 0.07%
2017.01.11,1507.32,1.41,+ 0.09%
2017.01.10,1506.09,2.13,+ 0.14%
2017.01.09,1504.21,1.77,+ 0.12%
2017.01.08,1502.55,1.18,+ 0.08%
2017.01.07,1501.55,1.9,+ 0.13%
2017.01.06,1499.88,2.18,+ 0.15%
2017.01.05,1497.98,2.61,+ 0.17%
2017.01.04,1495.68,3.51,+ 0.24%
2017.01.03,1492.55,4.63,+ 0.31%
2017.01.02,1488.23,2.17,+ 0.15%
2017.01.01,1486.24,2.54,+ 0.17%
2016.12.31,1484.06,2.32,+ 0.16%
2016.12.30,1482.04,2.32,+ 0.16%
2016.12.29,1479.97,2.38,+ 0.16%
2016.12.28,1477.84,2.37,+ 0.16%
2016.12.27,1475.75,2.77,+ 0.19%
2016.12.26,1473.3,1.83,+ 0.12%
2016.12.25,1471.62,1.04,+ 0.07%
2016.12.24,1470.74,1.88,+ 0.13%
2016.12.23,1469.18,1.89,+ 0.13%
2016.12.22,1467.49,1.49,+ 0.10%
2016.12.21,1466.25,2.0,+ 0.14%
2016.12.20,1464.47,2.25,+ 0.15%
2016.12.19,1462.47,1.81,+ 0.12%
2016.12.18,1460.81,1.02,+ 0.07%
2016.12.17,1459.92,2.37,+ 0.16%
2016.12.16,1457.88,2.82,+ 0.19%
2016.12.15,1455.38,3.11,+ 0.21%
2016.12.14,1452.68,4.41,+ 0.30%
2016.12.13,1448.7,5.04,+ 0.35%
2016.12.12,1444.03,2.49,+ 0.17%
2016.12.11,1441.69,1.13,+ 0.08%
2016.12.10,1440.73,1.61,+ 0.11%
2016.12.09,1439.27,1.81,+ 0.13%
2016.12.08,1437.59,2.34,+ 0.16%
2016.12.07,1435.46,1.87,+ 0.13%
2016.12.06,1433.81,2.03,+ 0.14%
2016.12.05,1431.99,1.53,+ 0.11%
2016.12.04,1430.55,0.84,+ 0.06%
2016.12.03,1429.82,1.56,+ 0.11%
2016.12.02,1428.4,2.42,+ 0.17%
2016.12.01,1426.12,0.59,+ 0.04%
2016.11.30,1425.52,0.21,+ 0.01%
2016.11.29,1425.35,0.86,+ 0.06%
2016.11.28,1424.46,0.02,+ 0.00%
2016.11.27,1424.42,0.01,+ 0.00%
2016.11.26,1424.41,0.1,-0.01%
2016.11.25,1424.48,0.01,-0.00%
2016.11.24,1424.46,0.16,-0.01%
2016.11.23,1424.54,0.21,-0.01%
2016.11.22,1424.75,0.24,-0.02%
2016.11.21,1424.87,0.46,-0.03%
2016.11.20,1425.28,0.36,-0.03%
2016.11.19,1425.65,0.41,-0.03%
2016.11.18,1425.95,0.48,-0.03%
2016.11.17,1426.38,0.34,-0.02%
2016.11.16,1426.7,0.53,-0.04%
2016.11.15,1427.17,0.91,-0.06%
2016.11.14,1427.99,0.16,-0.01%
2016.11.13,1428.16,0.04,-0.00%
2016.11.12,1428.19,0.25,-0.02%
2016.11.11,1428.37,0.24,-0.02%
2016.11.10,1428.58,0.23,-0.02%
2016.11.09,1428.76,0.23,-0.02%
2016.11.08,1428.95,0.5,-0.03%
2016.11.07,1429.4,0.03,+ 0.00%
2016.11.06,1429.36,0.09,+ 0.01%
2016.11.05,1429.29,0.03,+ 0.00%
2016.11.04,1429.21,0.09,+ 0.01%
2016.11.03,1429.18,0.2,+ 0.01%
2016.11.02,1428.94,0.22,+ 0.02%
2016.11.01,1428.78,0.78,+ 0.05%
2016.10.31,1428.06,0.42,+ 0.03%
2016.10.30,1427.7,0.25,+ 0.02%
2016.10.29,1427.48,0.3,+ 0.02%
2016.10.28,1427.18,0.43,+ 0.03%
2016.10.27,1426.81,0.63,+ 0.04%
2016.10.26,1426.28,0.88,+ 0.06%
2016.10.25,1425.46,1.29,+ 0.09%
2016.10.24,1424.31,0.98,+ 0.07%
2016.10.23,1423.37,0.55,+ 0.04%
2016.10.22,1422.85,0.95,+ 0.07%
2016.10.21,1422.04,1.16,+ 0.08%
2016.10.20,1421.0,1.11,+ 0.08%
2016.10.19,1420.03,1.08,+ 0.08%
2016.10.18,1419.06,1.97,+ 0.14%
2016.10.17,1417.19,0.93,+ 0.07%
2016.10.16,1416.27,0.56,+ 0.04%
2016.10.15,1415.76,0.9,+ 0.06%
2016.10.14,1414.94,1.05,+ 0.07%
2016.10.13,1414.02,1.34,+ 0.09%
2016.10.12,1412.81,1.55,+ 0.11%
2016.10.11,1411.46,2.79,+ 0.20%
2016.10.10,1408.74,0.63,+ 0.04%
2016.10.09,1408.16,0.36,+ 0.03%
2016.10.08,1407.82,0.56,+ 0.04%
2016.10.07,1407.35,0.53,+ 0.04%
2016.10.06,1406.84,0.22,+ 0.02%
2016.10.05,1406.61,0.1,-0.01%
2016.10.04,1406.61,0.17,-0.01%
2016.10.03,1406.78,0.01,+ 0.00%
2016.10.02,1406.77,0.01,-0.00%
2016.10.01,1406.78,0.01,-0.00%
2016.09.30,1406.77,0.09,-0.01%
2016.09.29,1406.77,0.17,-0.01%
2016.09.28,1406.9,0.31,-0.02%
2016.09.27,1407.13,0.23,-0.02%
2016.09.26,1407.35,0.14,-0.01%
2016.09.25,1407.48,0.01,-0.00%
2016.09.24,1407.51,0.32,-0.02%
2016.09.23,1407.79,0.18,-0.01%
2016.09.22,1407.91,0.3,-0.02%
2016.09.21,1408.14,0.38,-0.03%
2016.09.20,1408.47,0.37,-0.03%
2016.09.19,1408.81,0.0,0.00%
2016.09.18,1408.78,0.13,-0.01%
2016.09.17,1408.91,0.09,-0.01%
2016.09.16,1408.96,0.1,-0.01%
2016.09.15,1409.06,0.14,+ 0.01%
2016.09.14,1408.9,0.12,+ 0.01%
2016.09.13,1408.8,0.2,+ 0.01%
2016.09.12,1408.61,0.28,+ 0.02%
2016.09.11,1408.36,0.02,-0.00%
2016.09.10,1408.34,0.08,+ 0.01%
2016.09.09,1408.27,0.15,+ 0.01%
2016.09.08,1408.09,0.1,-0.01%
2016.09.07,1408.14,0.16,-0.01%
2016.09.06,1408.28,0.24,-0.02%
2016.09.05,1408.45,0.01,-0.00%
2016.09.04,1408.43,0.08,-0.01%
2016.09.03,1408.49,0.11,-0.01%
2016.09.02,1408.56,0.16,-0.01%
2016.09.01,1408.68,0.14,+ 0.01%
2016.08.31,1408.5,0.35,+ 0.02%
2016.08.30,1408.13,0.37,+ 0.03%
2016.08.29,1407.77,0.22,+ 0.02%
2016.08.28,1407.56,0.13,+ 0.01%
2016.08.27,1407.41,0.26,+ 0.02%
2016.08.26,1407.13,0.21,+ 0.01%
2016.08.25,1406.92,0.0,0.00%
2016.08.24,1406.92,0.05,+ 0.00%
2016.08.23,1406.88,0.54,+ 0.04%
2016.08.22,1406.26,0.24,-0.02%
2016.08.21,1406.49,0.07,-0.00%
2016.08.20,1406.51,0.09,-0.01%
2016.08.19,1406.59,0.36,-0.03%
2016.08.18,1406.87,0.8,-0.06%
2016.08.17,1407.5,1.03,-0.07%
2016.08.16,1408.26,1.18,-0.08%
2016.08.15,1409.37,0.57,-0.04%
2016.08.14,1409.89,0.39,-0.03%
2016.08.13,1410.26,1.03,-0.07%
2016.08.12,1411.06,1.26,-0.09%
2016.08.11,1412.09,1.42,-0.10%
2016.08.10,1413.29,1.44,-0.10%
2016.08.09,1414.5,2.13,-0.15%
2016.08.08,1416.34,1.38,-0.10%
2016.08.07,1417.63,0.7,-0.05%
2016.08.06,1418.13,1.34,-0.09%
2016.08.05,1419.29,1.55,-0.11%
2016.08.04,1420.67,1.52,-0.11%
2016.08.03,1421.88,1.78,-0.13%
2016.08.02,1423.38,2.32,-0.16%
2016.08.01,1425.48,1.49,-0.10%
2016.07.31,1426.92,0.48,-0.03%
2016.07.30,1427.23,0.99,-0.07%
2016.07.29,1428.14,0.91,-0.06%
2016.07.28,1428.95,1.06,-0.07%
2016.07.27,1429.84,1.21,-0.08%
2016.07.26,1430.83,1.33,-0.09%
2016.07.25,1432.42,0.51,-0.04%
2016.07.24,1432.84,0.47,-0.03%
2016.07.23,1433.34,1.03,-0.07%
2016.07.22,1434.28,0.83,-0.06%
2016.07.21,1435.44,0.35,-0.02%
2016.07.20,1435.56,1.18,-0.08%
2016.07.19,1436.6,1.08,-0.08%
2016.07.18,1437.5,0.83,-0.06%
2016.07.17,1438.24,0.29,-0.02%
2016.07.16,1438.48,0.71,-0.05%
2016.07.15,1439.05,0.78,-0.05%
2016.07.14,1439.63,0.68,-0.05%
2016.07.13,1440.16,0.52,-0.04%
2016.07.12,1440.61,0.63,-0.04%
2016.07.11,1441.18,0.35,-0.02%
2016.07.10,1441.49,0.16,-0.01%
2016.07.09,1441.64,0.28,-0.02%
2016.07.08,1441.88,0.29,-0.02%
2016.07.07,1442.17,0.15,-0.01%
2016.07.06,1442.35,0.26,-0.02%
2016.07.05,1442.53,0.05,-0.00%
2016.07.04,1442.72,0.02,+ 0.00%
2016.07.03,1442.66,0.03,-0.00%
2016.07.02,1442.65,0.13,-0.01%
2016.07.01,1442.72,0.06,+ 0.00%
2016.06.30,1442.66,0.03,+ 0.00%
2016.06.29,1442.58,0.04,+ 0.00%
2016.06.28,1442.56,0.0,0.00%
2016.06.27,1442.49,0.12,+ 0.01%
2016.06.26,1442.37,0.05,-0.00%
2016.06.25,1442.36,0.0,0.00%
2016.06.24,1442.38,0.13,+ 0.01%
2016.06.23,1442.26,0.15,+ 0.01%
2016.06.22,1442.14,0.23,+ 0.02%
2016.06.21,1441.9,0.16,+ 0.01%
2016.06.20,1441.62,0.04,-0.00%
2016.06.19,1441.53,0.06,+ 0.00%
2016.06.18,1441.43,0.08,+ 0.01%
2016.06.17,1441.39,0.33,+ 0.02%
2016.06.16,1441.05,0.47,+ 0.03%
2016.06.15,1440.53,0.78,+ 0.05%
2016.06.14,1439.87,1.53,+ 0.11%
2016.06.13,1438.38,0.86,+ 0.06%
2016.06.12,1437.54,0.52,+ 0.04%
2016.06.11,1437.07,1.08,+ 0.08%
2016.06.10,1436.18,1.62,+ 0.11%
2016.06.09,1434.79,1.65,+ 0.12%
2016.06.08,1433.3,1.48,+ 0.10%
2016.06.07,1432.06,1.27,+ 0.09%
2016.06.06,1430.81,0.77,+ 0.05%
2016.06.05,1430.03,0.76,+ 0.05%
2016.06.04,1429.35,1.81,+ 0.13%
2016.06.03,1427.7,1.85,+ 0.13%
2016.06.02,1426.13,2.01,+ 0.14%
2016.06.01,1424.47,4.01,+ 0.28%
2016.05.31,1420.75,2.41,+ 0.17%
2016.05.30,1418.55,1.76,+ 0.12%
2016.05.29,1416.91,1.06,+ 0.07%
2016.05.28,1415.95,2.41,+ 0.17%
2016.05.27,1413.78,3.34,+ 0.24%
2016.05.26,1410.79,3.41,+ 0.24%
2016.05.25,1407.85,3.58,+ 0.25%
2016.05.24,1404.55,4.69,+ 0.34%
2016.05.23,1400.18,2.12,+ 0.15%
2016.05.22,1398.16,1.32,+ 0.09%
2016.05.20,1394.34,2.6,+ 0.19%
2016.05.19,1392.04,2.83,+ 0.20%
2016.05.18,1388.66,1.94,+ 0.14%
2016.05.17,1387.07,3.0,+ 0.22%
2016.05.16,1384.19,1.5,+ 0.11%
2016.05.15,1382.75,0.8,+ 0.06%
2016.05.14,1381.21,1.13,+ 0.08%
